DSBType	Size	Sum_H3K36me3	Sum_H3K27me3	Sum_H3K4me3	Sum_CTCF	Sum_DNaseIHSS1	Sum_DNaseIHSS2	DistanceToOrigin	DistanceToCTCF	DistanceToDNaseIHSS1	DistanceToDNaseIHSS2	DistanceToH3K4me3	DistanceToH3K27me3	DistanceToH3K36me3
0	962	5071.22	249.166	110.951	1001.4	42.0376	57.5664	0	0	11669	11669	32961	269580	0
0	779	516.228	0	0	365.7	0.393966	0	49027	1852	58267	22666	22995	96533	55637
0	744	0	0	0	0	0	0	15827653	17548489	20373757	17719477	18251998	25879451	20377610
0	511	0	0	0	0	0	0	9962400	11683236	14508504	11854224	12386745	20014198	14512357
0	576	0	0	0	0	0	0	167323	1888159	4713427	2059147	2591668	10219121	4717280
0	429	0	0	0	0	0	0	0	97146	1005362	99343	559043	6511056	1009215
0	766	1328.94	0	134.605	1669.8	8.28788	6.71608	13459	0	16382	16432	16925	118970	5653
0	1136	1938.03	379.858	181.239	2020.2	11.031	36.4587	11657	9932	12111	12111	51358	150787	1183
0	480	289.58	256.375	68.4115	384.1	25.5932	6.71608	24852	4144	17933	12413	17052	273058	87065
0	955	1338.05	40.5569	7.61904	365.8	23.3315	15.495	0	2483	9598	9598	26141	405265	12095
0	726	134.925	298.385	99.9632	3988.5	74.8244	94.7927	26788	0	3837	0	3402	18588	14506
0	384	65.135	442.126	0	0	3.61865	11.8971	17386	7573	64905	27865	135779	113482	242673
0	515	70.4652	0	1427.86	1772.2	142.105	195.534	8729	0	57694	0	247101	1035516	2257050
0	744	640.348	724.283	0	430	7.5729	7.67552	17279	0	119828	38397	119773	31492	781696
0	1000	3848.73	107.814	0	708.1	150.67	121.465	0	4074	10737	10709	20846	118462	0
0	550	2757.58	118.882	317.465	251.7	113.287	74.5485	0	1378	2179	0	744	126250	1560
0	329	0	0	0	0	0	0	1445	12512	507031	48223	604445	1152262	608656
0	816	730.43	574.561	110.951	41.8	19.3335	2.0628	429	2022	16718	2898	62720	472766	549847
0	650	0	0	0	0	0.890072	17.4618	0	11498	31323	14489	31179	20248	14281
0	709	241.818	237.785	110.951	1240.3	5.39879	20.1482	69956	4864	10925	10407	11196	31031	6341
0	347	1579.66	245.643	123.002	519.6	6.06999	12.041	2726	5216	24389	24409	41948	106488	0
0	4150	0	0	0	261.8	3.06418	15.351	57778	68705	257618	48715	18851	655646	216424
0	560	0	0	0	0	0	0	882744	792482	1257755	913173	3898293	4535088	4095866
0	1348	475.482	689.431	287.326	435.2	22.5655	29.4068	3443	7042	428486	177467	576321	844268	587243
0	447	93.096	49.5385	221.876	658.6	4.72029	7.09986	0	8872	108977	30400	1164597	2328701	2754642
0	3845	6615.8	1124.54	51172.7	3503.6	1544.9	1081.24	1343	0	0	0	0	498811	0
0	1024	1101.46	1927.78	359.449	1036.9	25.2138	59.5812	4589	277	139469	47400	190041	0	192716
0	533	271.919	209.385	16.5131	3862	13.621	8.29916	12579	38	2329	86	15030	136813	42965
0	817	1321.27	517.483	906.829	1508.1	100.272	39.7208	0	0	18982	2602	19233	208873	28445
0	703	301.268	427.809	152.149	894.2	5.82194	4.02965	2174	0	44425	43898	438660	20646	720014
0	487	212.2	654.896	43.6383	677.4	20.0923	6.71608	0	909	2057	2037	87527	68111	202651
0	786	501.87	155.644	1892.8	1858.6	988.359	551.342	3651	3747	0	0	0	97849	22836
0	755	191.727	809.752	276.278	153.5	18.1516	23.7461	12412	1844	4512	4492	4180	24935	252746
0	680	483.963	53.9365	0	36.3	9.99507	15.351	0	6070	31467	31451	31044	346555	15683
0	559	244.451	388.044	52.1503	715.7	36.8358	23.0266	1201	4780	4802	4782	4577	7924	19742
0	449	176.625	954.311	140.733	192.1	3.12254	15.3511	2702	212	15474	15474	335091	2582	1194149
0	2017	1176.95	148.745	5587.11	1477.7	8652.9	4696.8	0	0	0	0	0	33082	1983
0	726	305.344	1716.16	79.7463	339.3	7.69693	22.211	31424	4282	10493	10518	9992	0	107336
0	393	105.738	227.903	0	0	8.06901	3.45398	5812	8497	30090	16970	29248	453196	35913
0	486	127.494	109.462	0	95.5	3.47273	11.6092	255	3703	87410	47889	87541	192872	327
0	696	79.9804	86.4696	69.2043	0	24.0538	41.4958	5084	13085	23358	14466	23248	568829	59650
0	837	344.488	224.902	494.305	494.5	23.2805	59.4853	1055	9106	34303	0	264725	266326	362012
0	947	313.473	501.241	199.329	791.8	12.7601	0	42501	2945	25714	7586	204726	43047	210526
0	383	0	0	0	0	0	0	510567	495510	1663296	490007	1720357	2009425	1802377
0	710	1538.11	239.461	99.1881	637.2	8.52134	6.71608	15090	3188	19073	6413	17240	98842	1292
0	645	1829.02	0	194.225	0	11.8919	16.0706	8938	3587	7306	7306	5673	407963	1897
0	750	761.5	1907.1	90.404	396.6	25.3743	25.8089	702	1091	15080	4122	12962	13250	1153409
0	608	152.596	775.457	74.5834	0	5.14344	10.9376	586	3784	18776	18798	107287	5676	214810
0	515	0	1249.11	344.553	258.2	16.2693	13.4322	0	2319	22571	5079	82291	4351	371483
0	4337	2071.81	3910.59	643.719	1478.8	59.5107	81.5524	0	6034	6684	6684	23013	93303	49002
0	541	274.913	271.951	188.226	403.9	13.9347	6.18839	28609	1014	187347	55510	407502	1100878	1348144
0	877	212.183	436.48	548.083	21.9	8.16385	7.67552	25633	2407	138025	32719	31840	1274286	1251025
0	750	337.08	994.717	128.956	576.6	4.99024	17.078	6504	9866	509777	554	343610	404831	494980
0	407	1277.54	70.2903	0	203.8	5.7198	16.2145	0	3991	3155	1735	2783	86241	478
0	837	498.542	446.022	119.726	857.2	17.2178	37.4182	794	1426	8731	3804	8403	148794	10723
0	568	1262.5	0	94.1171	220.3	28.6282	38.3776	0	11016	13461	13441	12802	374469	184
0	635	374.058	83.6807	0	734.8	11.7095	0	0	1737	1741	1741	24389	54683	11125
0	1091	1340.91	161.563	277.384	207.3	4.3774	20.1482	3644	3669	15967	11275	14742	251032	3233
0	1035	3123.47	368.566	443.772	1199.6	105.794	76.0836	3318	2131	7962	7962	9040	167840	80956
0	359	512.637	0	0	30.9	17.3491	14.9673	43145	3594	11238	10035	19254	13305	614
0	1142	1032.39	431.958	1200.88	12546.8	801.619	364.108	0	0	18693	0	8447	152706	34844
0	762	230.578	340.978	148.819	1051.4	6.10647	1.1993	144820	0	265616	174491	264930	5212391	244686
0	530	0	0	0	0	0	0	1276923	1072686	1397719	1306594	1397033	4131412	1376789
0	1128	524.51	270.511	0	5.2	4.78596	22.0671	82466	6021	362402	13342	482998	1213101	486829
0	371	30.366	232.293	0	0	0.109435	7.67552	1784	28272	80335	19737	41495	715675	14959
0	664	359.21	765.423	141.749	735.7	4.28985	10.7457	0	10384	25558	22058	25059	94975	70024
0	459	716.773	117.779	44.3683	192.1	5.36961	12.4727	17433	536	7832	6973	6717	128924	31
0	319	87.7241	81.3183	59.1125	702.3	12.337	20.7239	21909	8433	8615	8615	8306	111406	10022
0	728	501.133	0	0	0	15.5252	6.71608	6126	24292	8291	8271	7312	945655	2823
0	1099	411.247	259.981	271.91	156	17.0646	44.0383	0	5732	898280	74880	897364	814788	962905
0	759	0	0	0	0	0	0	31809	40611	451577	71003	1067250	1271445	1419562
0	492	686.57	61.854	0	503.7	9.13417	6.71608	6726	2405	49908	47745	78659	804393	17648
0	451	139.937	205.75	109.37	35.6	4.12934	0	11557	996	34660	25835	83989	57796	421601
0	468	1782.15	165.143	77.7039	473.7	17.2761	7.67552	6466	831	865	905	33818	28514	0
0	380	110.292	72.5049	34.0971	58.3	3.77915	7.14783	2896	1959	354803	14219	2917866	3299713	3221888
0	915	0	0	0	0	1.14542	6.57216	14025	4462	13623	6054	49033	297396	58307
0	950	339.826	790.441	280.426	252.8	21.0115	13.4322	0	11197	103997	28257	166944	94359	192997
0	893	118.224	1165.53	295.18	280.5	10.9289	7.67552	0	0	57474	15787	104215	31021	259304
0	878	1153.02	386.638	217.617	864.7	13.2052	14.3916	0	5686	39906	5653	38190	115258	4111
0	1082	300.406	1614.85	695.092	659.3	45.525	29.7427	14070	8905	51487	0	65191	51663	121262
0	429	12.8724	528.119	0	207	14.0296	15.1112	0	4130	0	426	266123	12964	319635
0	611	276.456	131.327	121.25	412.8	14.3433	2.97426	14031	149	108507	313	173505	359498	380642
0	488	0	0	0	0	0.284531	0	0	7784	53022	54138	485855	1840198	1861342
0	2507	1096.53	1362.7	413.604	1115.4	36.6242	34.5399	0	11372	573638	122950	939632	2360814	2381958
0	604	0	190.688	80.6899	68.7	10.6663	20.4361	94386	14226	172823	72133	227280	227956	495588
0	324	116.389	301.666	0	123.1	5.64684	1.77496	30135	2947	155639	51378	737187	2798	1551437
0	831	144.692	262.202	50.058	0	8.31705	25.8089	16288	2009	51859	6522	1397789	1185855	1516684
0	773	0	0	0	0	0	0	1116	3738	13521	13521	112885	869448	231780
0	1051	881.849	589.361	167.791	609.2	22.3685	25.5211	12055	1738	5523	5659	70528	235827	19301
0	631	74.49	153.706	90.3554	574.9	34.5012	63.7548	11163	10712	112999	56379	583834	571771	1663739
0	359	300.092	0	41.5021	180	4.51601	4.22154	78807	540	36945	36853	36657	208026	576
0	986	238.712	644.228	323.229	166.7	12.4026	21.1077	20498	38258	386326	71360	73079	2275490	1145352
0	458	280.436	193.172	0	590.4	0	0	0	0	223441	12497	1248949	1597860	1749267
0	650	88.018	530.718	65.2497	42.7	8.39001	25.3292	5096	365	82255	5853	103824	136908	173755
0	1794	2284.8	528.796	5331.72	375.8	121.21	201.722	9835	405	3810	2470	0	344354	23637
0	680	0	0	0	0	10.5131	15.351	23978	17154	105562	105521	323269	261321	277768
0	802	507.658	807.998	32.8516	8.7	19.4211	29.7426	1375	2606	43901	43841	521107	218535	760727
0	1096	0	237.785	0	369.5	2.1887	0	0	5198	10993	10953	40982	10452	49352
0	706	1145.79	319.211	272.92	83	31.831	18.5172	0	10683	12176	10776	10105	32001	14074
0	329	225.322	589.637	144.255	323.4	3.67701	7.67552	13642	7267	367986	20387	345004	86309	525183
0	1032	128.315	679.747	90.2376	768.2	14.8394	31.5176	1649	466	251084	7013	313766	104698	294381
0	619	120.387	295.641	0.61568	827.3	12.14	0	8250	3697	187476	20287	867667	424632	918621
0	564	481.415	0	0	1201	5.69062	12.6646	15687	8131	31937	15417	29737	319813	118
0	634	237.172	1351.13	133.712	0	18.2538	7.67552	16615	4246	16555	14683	54973	77913	72738
0	900	540.908	1716.81	79.0463	260.9	59.2627	76.7072	0	199	25112	13700	14010	12701	45152
0	643	132.099	489.332	96.6056	0	0.496106	7.67552	0	355	149416	100836	251930	46735	1146645
0	548	174.366	659.032	0	198.7	15.5835	37.0344	15543	2994	2289	2269	67485	233134	39604
0	456	296.012	220.179	145.732	192.1	7.60938	20.8199	1235	6936	952222	3454	654385	972717	1359550
0	505	290.127	47.1744	88.944	0	7.17164	17.126	17515	1177	716874	88628	889684	737369	1124202
0	919	281.259	1170.49	314.397	523.2	11.0894	18.2773	0	13536	63610	12823	166863	246743	197492
0	620	203.269	537.167	107.1	966.6	11.5271	8.58699	1013	22	23260	2700	22958	105136	42531
0	727	264.805	187.256	110.951	315.4	12.1473	15.3511	4908	118	34376	19009	18576	652452	39632
0	545	648.337	193.419	5618.26	4939.6	32.101	33.5804	6997	0	2841	2861	0	337674	9763
0	1261	398.826	555.766	35.1983	715	41.7166	96.5197	35974	2814	31118	424	20162	55969	25751
0	605	128.519	670.614	85.0335	439.7	17.9473	16.7902	11023	0	96991	72771	97066	535	273438
0	532	340.038	120.652	0	1196.8	13.8982	2.0628	411	1578	487442	126384	756507	443613	758708
0	684	170.243	875.122	83.2127	429.4	10.9216	0	14682	0	315280	202739	584345	271451	586546
0	526	185.803	263.301	37.405	154.8	10.8924	13.72	8707	2062	12538	4938	201583	27648	305432
0	1063	536.095	648.896	108.805	460.3	15.8681	2.63846	0	12295	131136	21816	130904	118651	141211
0	695	0	0	0	0	0	0	9482950	9344328	15153563	9243536	9721696	31939524	15500043
0	1395	0	0	0	0	0	0	2531439	2392817	8202052	2292025	2770185	24988013	8548532
0	642	0	0	0	0	0	0	623630	485008	6294243	384216	862376	23080204	6640723
0	490	0	0	0	0	0	7.67552	0	270933	557990	219272	558237	17343951	904470
0	805	12.1022	444.301	305.536	546.5	4.88079	6.71608	5041	0	185722	39085	71328	14690543	339304
0	712	217.573	250.172	112.368	214.2	5.57389	0	3652	7001	28321	28289	237763	12753612	248033
0	636	422.953	74.2578	0	451.2	7.71881	0.23986	1892	2203	1192921	2483	2370450	10621001	2380720
0	885	249.102	356.686	126.437	733.5	11.7533	6.71608	5503	9021	2720385	9922	2193322	8577886	3135065
0	484	105.738	118.892	44.3318	242.1	10.462	5.46881	9792	0	8542	8817	7265	5334638	62966
0	689	107.703	86.9441	0	53.7	7.35403	0	2593	2417	558309	25991	1442421	3510338	1541685
0	651	406.312	800.417	42.9898	130.3	34.1437	34.0122	0	858	1052	992	37557	24795	129935
0	832	280.571	455.37	272.313	782.3	20.6613	44.1343	6895	649	30394	12106	11824	76822	125779
0	960	488.039	1701.77	124.872	1059.8	40.6369	33.8682	30850	726	6891	6938	16316	2861	99904
0	1754	1154.76	1525.97	582.043	988.1	64.9314	60.3488	0	30	12199	12239	11975	9735	59988
0	839	0	0	0	0	0	0	3095109	5737312	6181783	5712263	6180569	6511470	6189319
0	470	0	0	0	0	0	0	744131	3386334	3830805	3361285	3829591	4160492	3838341
0	535	0	0	0	0	13.0665	11.3694	0	152185	149903	78403	149002	257343	329587
0	1411	1816.83	801.848	134.45	1326	52.1348	23.2184	10967	5562	15757	15757	15519	678841	5392
0	831	179.017	942.055	33.7165	366	6.79226	0	418	12575	148541	19973	376873	160693	325158
0	878	255.054	937.644	175.764	387.8	14.6935	14.3916	0	3678	103526	432	377661	77733	388269
0	701	162.581	246.128	85.0837	185.2	20.4789	21.1077	2994	3728	3100	2533	86500	20370	485011
0	601	1142.64	207.68	45.2552	301	19.0563	28.7352	0	2138	57519	1919	88749	287549	217932
0	718	143.407	393.718	99.4223	0	7.9158	10.362	10109	1076	5408	4888	4653	14612	6423
0	865	433.684	589.132	85.7756	67.1	9.90751	14.3916	36008	425	213368	35004	213501	551201	422033
0	862	0	0	0	0	0	0	35776	4554	180676	90963	119045	367749	1102879
0	609	225.051	1392.82	101.442	346.7	6.13565	0	33669	3598	64928	3604	132796	44688	74577
0	638	301.875	435.403	0	1078.2	9.03204	17.2699	40857	0	53508	51864	197897	113087	1171556
0	981	65.6057	533.899	0	322.5	12.2567	63.3231	0	2545	26402	6209	6084	30142	428824
0	730	488.887	1058.57	74.3801	53.5	40.7609	24.9934	17127	1748	36461	21912	93641	1098	99638
0	583	90.0292	47.7527	0	544.2	5.63225	0.95944	0	1901	12338	5948	13932	136867	27031
0	661	247.284	752.306	0	411.3	7.98875	22.7387	0	1670	57007	8788	62614	125855	22337
0	1069	368.784	254.034	98.8155	263.1	11.7095	26.2887	14155	5950	13001	108672	982783	3586717	2224403
0	664	86.5574	74.7537	71.3488	0	2.37839	15.3511	3019	5752	589043	55814	77004	1235772	911510
0	686	203.202	405.419	0	215.3	8.99555	7.67552	11950	492	4008	4108	4126	1594129	77555
0	1179	1641.66	480.677	245.642	1053.6	18.9395	35.4993	0	401	2900	1573	25233	278968	457
0	796	1198	131.956	391.691	173.5	69.1629	109.952	321	1457	341	341	1244	178543	4134
0	416	91.1076	146.275	43.13	385	0.26994	0	2411	2099	19404	12904	18497	700252	54792
0	512	22.4451	582.023	63.5099	171.2	5.7198	28.7832	26958	5386	73823	23007	334133	195734	340544
0	362	185.205	111.453	0	40.9	5.16533	8.53902	10428	10575	439207	45443	526984	988482	646690
0	588	135.737	103.518	0	548.5	5.01212	22.355	83770	4151	1795	1858	249242	58196	630189
0	886	557.023	2055.05	313.178	610	62.3342	35.7871	1879	642	7309	7329	12147	28671	31386
0	519	90.7834	889.891	261.465	315.4	35.1067	41.112	1394	9134	25258	22765	143068	13606	281070
0	922	191.343	883.184	478.245	673.2	26.4249	17.8936	18134	228	25010	17743	38063	329378	32422
0	813	541.195	2425.84	289.832	2840	23.2002	28.7832	0	78	29516	22056	22226	1308	341394
0	1049	680.771	2036.94	22366.9	1879.3	197.282	67.8804	26	0	385	0	0	1063044	974939
0	27839	9857.68	23284.7	3812.06	18238.5	311.423	391.644	3323	0	292098	14606	90524	234325	114232
0	712	188.202	703.539	22.0877	414.4	21.3034	22.0671	11674	1868	56341	7427	181894	421605	159851
0	579	0	0	0	315.7	2.88909	0	11846	17004	422514	79463	472002	2028507	935719
0	604	2.23976	0	87.8909	222.8	8.08359	8.34713	4362	281	70409	134821	1533401	2120989	2752600
0	469	182.969	393.285	299.089	335.8	9.46977	7.67552	21237	7251	187338	4712	404711	211342	582214
0	641	459.765	735.135	110.951	118.6	14.6716	35.2594	0	2927	3105	3105	2430	513227	60705
0	480	0	0	0	0	0	0	237624	557230	568855	568855	568082	1576672	590516
0	640	584.91	409.976	0	480.7	46.3859	14.4396	19705	761	71072	43597	25327	214450	32322
0	702	206.689	0	463.934	163.7	12.0962	0	5843	7731	289002	98456	1796559	1771208	1927380
0	1170	642.856	1581.06	503.257	970.3	20.9823	75.8917	973	1436	39919	1539	209563	85518	190663
0	507	364.107	1019.58	430.003	151.1	6.56609	0	0	222	93826	18464	206530	17342	389491
0	971	495.569	245.628	106.9	1321.8	56.308	52.3854	53546	0	18485	0	439626	405853	505987
0	686	740.939	504.224	13.8537	716.1	12.1983	20.1962	55187	0	116256	107200	542012	541713	641847
0	977	2884.44	174.231	0	727.3	17.101	27.8238	27590	3178	22678	21438	20780	304847	115
0	505	123.073	841.928	52.3176	69	14.8467	16.5503	1235	294	16700	11972	120007	16100	191938
0	677	144.685	583.477	132.084	482.8	15.5471	22.0671	1064	1714	40209	16409	65729	64598	197510
0	410	93.3687	71.5594	17.547	192.3	3.99802	6.71608	14765	357	197017	5405	160580	182637	445606
0	444	58.7512	155.906	114.807	279.3	1.16731	14.3916	182	514	31288	31308	33296	863712	288127
0	774	2080.69	245.592	417.415	636.6	16.0578	42.935	0	0	896	896	22022	1840541	0
0	893	442.146	458.178	205.239	1160.7	14.8175	27.8238	1119	0	21900	2980	65225	187299	441276
0	770	295.164	467.08	30.0163	614.5	17.9473	15.351	0	720	199145	298	198159	274288	201631
0	1006	302.258	765.39	167.783	793.4	16.1964	41.7357	10587	1588	15641	14524	28299	28348	100791
0	332	0	183.797	94.094	27.2	1.33511	0	43274	8285	95560	23460	106616	1093264	588914
0	786	44.8902	113.415	96.4127	246.6	6.81416	0	7308	11705	63687	60607	61573	62760	2270461
0	872	760.099	1201.33	319.805	751	10.907	13.5761	2700	0	103605	21719	276749	2186371	391919
0	770	34.8055	724.461	93.2635	710.7	22.1059	39.8168	12388	1921	100991	0	148620	27386	176437
0	569	55.8845	531.87	0	138.5	1.93335	0	52683	2520	30757	30717	30318	8752	58805
0	432	43.2189	396.492	0	0	14.6059	23.8421	6149	8097	9532	2412	9298	37218	12271
0	930	179.579	851.169	0	206	7.7334	0	8394	2574	46821	46961	75816	76730	231118
0	514	259.288	909.593	221.902	238.7	12.6653	49.4112	0	1503	2609	2609	437863	193086	769963
0	829	388.438	568.618	270.192	248.7	6.0481	0	0	4207	183593	4373	744969	2832339	1873464
0	561	327.328	528.051	332.826	514.1	8.10548	17.6537	30395	12559	185606	24287	820424	920881	828003
0	982	818.861	0	0	618.1	8.17115	14.3916	0	6768	11346	11346	9990	3847623	1694
0	710	100.343	430.673	59.5704	127.6	7.44887	12.9045	6728	3100	28741	58542	58264	81755	152626
0	614	566.389	475.6	59.684	283.1	5.92408	10.6978	531	195	1323550	29487	1323425	1464665	1535536
0	396	149.277	63.3556	31.0253	563.5	0	0	0	14962	1108754	54753	1253411	1855897	1674208
0	1087	2785.21	446.514	165.39	414.9	33.6257	35.7871	0	8808	13357	12510	28526	144285	1918
0	645	173.505	116.346	110.951	264.3	5.79276	32.4291	0	6343	99286	20808	1299541	7619383	4716625
0	1237	0	594.51	0	328.8	1.02139	15.351	0	3798	16170	10525	122088	74966	138999
0	561	0	111.589	80.9048	151.1	10.8778	0	122	1006	15887	15812	427196	76220	630494
0	281	294.685	234.324	105.793	904.7	3.06418	3.83776	48041	9367	57930	8072	14735	422224	66795
0	1865	0	0	0	0	0	0	1443015	1445903	1663778	1573038	1687941	2215013	1986788
0	565	0	0	0	0	0	0	553258	556146	774021	683281	798184	1325256	1097031
0	1292	212.916	339.888	0	955	10.0899	13.4322	45033	10216	10345	10292	140320	342608	451954
0	1251	709.277	1524.38	407.504	1325	33.5965	26.8643	6493	2874	189996	7676	225621	332496	1144426
0	633	762.944	2064.53	192.412	1260.5	13.4678	0	3379	6902	30641	30661	30530	4375	434438
0	983	105.738	207.082	0	362.6	2.33461	0	0	7266	9012	9032	94544	2910	133674
0	1057	1047.65	359.151	0	659.2	21.5514	27.1042	0	2749	20674	20093	19595	289258	6107
0	1543	343.878	1630.94	110.951	1542.9	27.5192	70.8547	37911	0	24015	6224	39850	1926767	119477
0	1095	461.343	0	110.951	222	3.27576	7.67552	6791	515	911180	60840	109899	2792759	1197275
0	1231	223.715	548.578	2898.77	39621.7	91.1813	152.071	21674	0	83780	0	0	525579	1071681
0	385	349.085	813.208	96.206	163.6	4.15853	0	0	5102	85497	28586	28859	114419	118381
0	371	46.5348	272.068	54.9176	0	4.82973	14.4876	26154	25441	149200	76772	48967	1036458	426201
0	874	129.667	735.698	136.704	512.5	21.3617	28.4954	14399	268	272299	45227	74252	846624	831822
0	312	188.806	0	0	146.4	2.79424	5.6607	669	6812	40262	4718	20505	105104	4045
0	548	2837.37	225.371	18.2955	1766.9	15.7805	6.04448	44	0	6176	6196	4515	73036	0
0	665	204.883	251.379	68.1056	400.1	16.5247	20.1482	32603	759	102463	25771	157583	37169	514947
0	488	146.34	110.192	158.92	331.5	5.39879	0	50547	674	294655	24375	294792	1251153	641848
0	1123	356.946	201.917	123.185	1117.6	13.7159	7.67552	2667	9543	13437	4533	774289	3179132	1206182
0	696	173.127	299.163	0	314.6	2.1887	7.67552	11134	3141	531571	31144	756919	1027817	1394798
0	926	486.405	273.649	158.379	589.9	10.1264	13.4322	10720	4390	128002	31954	128271	399169	766150
0	1540	705.134	251.662	995.224	587.1	33.4142	95.944	1805	966	851	851	138	69193	19284
0	921	1159.89	117.879	191.612	81.4	22.5071	33.7243	19876	3086	9678	4698	4447	422959	7191
0	1041	59.5885	630.297	155.768	511.5	9.04662	7.67552	250	5590	224902	48477	683980	525895	767545
0	417	204.53	373.966	164.557	0	2.1887	0	26480	853	69053	18623	808350	1227031	859922
0	957	0	0	0	0	0	0	908106	831673	1899697	1460699	1899172	1900010	3193623
0	783	209.472	229.981	0	759.6	11.0165	0	800	2467	1230106	12945	162001	171355	1303260
0	896	428.234	454.269	332.853	423.2	12.5923	18.3733	766	4006	1017268	4568	374726	384080	1090422
0	1698	1247.23	3738.09	356.893	2358.9	26.4687	34.348	5684	0	32569	26565	211568	1819292	132085
0	769	0	0	0	0	0	0	0	8588	319063	13521	373569	243671	482747
0	599	0	263.181	171.397	731.6	11.5782	5.22895	0	0	37942	16191	124029	1016077	95327
0	966	456.122	2822.86	69.7256	923.3	13.2562	24.6096	33156	719	221758	108	27	922	97123
0	838	390.728	275.027	0	2491.4	48.5162	42.0715	12602	0	2062	1356	5075	130771	15876
0	1137	906.041	545.908	110.951	235.6	17.1959	18.0854	11004	479	1281	530	253505	133275	287004
0	1465	979.137	527.617	0	165.9	20.1798	22.0671	39388	3822	74208	2492	81250	160077	494523
0	598	179.711	226.778	0.46179	80.9	5.54471	21.7793	6581	5318	46375	12902	128559	203361	32520
0	746	55.4051	278.331	42.9465	295.1	8.90071	21.1077	33625	1291	167280	2246	531910	1292457	926958
0	823	266.948	57.4002	24.2425	1407	23.9371	7.43566	0	1359	19546	3123	9802	20982	5970
0	523	157.572	0	141.099	1032.9	10.7465	2.0628	0	3690	20628	12226	20854	238557	51255
0	698	264.876	695.653	164.586	0	13.5553	22.0671	75921	2752	113047	13201	17152	17703	248564
0	1660	164.978	304.523	110.951	792.4	23.4337	32.621	6288	5154	35498	35498	35261	1313093	692786
0	1535	3023.11	583.435	239.841	784.2	19.764	59.4373	0	6000	10835	6175	6999	376714	282
0	501	0	144.395	0.63696	211.8	8.0836	0	12332	13159	340614	11653	636680	511709	772965
0	802	70.307	860.756	0	186.3	10.71	6.71608	11957	6397	27746	25633	158297	13160	163278
0	565	183.732	237.242	23.6652	1006.1	9.19254	12.9524	7200	0	71566	32977	32029	2223	494450
0	468	41.3757	1006.49	0	76.3	9.7762	0	48791	69771	82658	16606	38488	326987	71353
0	1290	260.39	748.228	191.412	385.6	15.7586	9.78629	0	1823	43597	6989	537087	447395	579289
0	1109	162.532	947.788	113.817	1144.7	26.3884	51.0422	10812	582	12607	369	44466	136020	53082
0	481	257.194	949.761	0	121.5	3.06418	14.6315	22907	9019	347526	14433	353835	10580	900169
0	345	52.4092	0	38.259	68.7	2.79424	6.71608	5256	933	432613	66771	430881	3143295	422177
0	548	0	0	0	0	0	0	579414	1276462	2904979	1994050	2904534	3866611	3315650
0	1051	474.532	172.817	0	212.4	6.79956	26.6724	4539	14425	1113066	202137	1112621	2074698	1523737
0	990	351.382	604.318	506.203	585	16.0942	12.1369	11510	14411	16424	16424	15572	1337588	68603
0	494	206.894	145.436	111.03	1.4	2.87449	16.0226	2159	825	13622	11709	18800	432572	302360
0	308	149.801	51.6468	128.185	467.2	5.08508	6.71608	0	3862	392812	180329	393216	815398	958958
0	587	213.193	8.91693	87.2305	0	1.61964	0	24554	380	104959	69899	105117	163005	306565
0	804	553.735	258.629	9.69759	1331.6	21.6098	36.6506	23835	297	11807	321	11504	921692	3845
0	595	140.939	280.861	48.0839	0	10.5058	6.71608	6962	4218	44754	44754	44082	371799	702400
0	678	56.6971	1675.92	133.14	579	9.89292	26.8643	4331	0	11851	11851	81367	509	226168
0	828	105.738	356.705	221.881	0	7.71151	21.1077	2830	6921	27484	27218	309506	650822	801493
0	960	417.606	653.787	80.798	829.7	14.5913	44.7099	19273	10728	346518	7614	613555	955956	1596009
0	789	359.289	290.893	27.7074	644.6	32.5824	55.0719	61833	1988	115	0	561189	1278394	714459
0	1022	211.476	1162.21	0	952.5	4.53789	7.67552	4033	2822	28279	28339	27749	128425	94852
0	644	317.215	475.598	0	172.2	4.16582	29.7426	0	1482	148874	43194	56738	53920	150347
0	587	0	0	0	0	0	0	2389	48401	101075	66375	67100	205571	156484
0	374	335.014	1186.98	0	115.1	13.0593	5.46881	72	1010	142061	27769	353577	2303	59832
0	428	825.879	317.081	64.7215	69	16.6925	11.1295	18074	6893	61582	5955	61415	101485	228572
0	1084	285.708	669.254	62.6364	1144.8	9.95128	18.805	12799	17473	1153969	5285	1273104	1670586	2604546
0	849	1299.76	678.153	141.402	603.2	74.3282	40.7282	3380	488	5806	77	4801	30633	9054
0	866	0	0	0	0	1.16731	6.71608	15556	6609	377458	11498	360255	369631	385611
0	1652	708.336	1060.54	56.0298	2108.8	59.1679	50.3226	0	0	101982	52778	101610	657332	304550
0	605	331.285	348.473	27.2391	0	6.27427	46.8207	2187	12644	36941	36907	63808	45728	193042
0	716	299.37	325.336	52.5247	305.2	11.4907	0	0	11763	414982	13968	1361047	3533547	1438007
0	1128	148.033	437.939	221.889	135.7	10.5203	13.4322	0	6546	674857	142606	803310	2975810	880270
0	986	152.88	849.654	259.208	437.4	14.5038	38.1857	612	4081	2455	1788	34249	27475	47570
0	553	275.838	8.91693	0	469.1	8.26599	11.2734	6415	1368	131786	3503	3419	193997	738289
0	599	616.205	138.975	1758.6	423.2	502.905	666.763	14281	1667	0	0	989	280335	4170
0	632	75.932	393.899	0	0	6.85792	6.71608	35165	1639	11506	11600	255188	254643	294637
