DSB_type	Size	Sum_H3K36me3	Mean_H3K36me3	Sum_H3K27me3	Mean_H3K27me3	Sum_H3K4me3	Mean_H3K4me3	Sum_CTCF	Mean_CTCF	Sum_DNaseIHSS1	Mean_DNaseIHSS1	Sum_DNaseIHSS2	Mean_DNaseIHSS2	DistancetoOrigin	DistanceToCTCF	DistanceToDNaseIHSS1	DistanceToDNaseIHSS2	DistanceToH3K4me3	DistanceToH3K27me3	DistanceToH3K36me3
1	734	0	0	0	0	0	0	368.1	0.520651	5.54471	0.0075541	20.1483	0.0274499	0	23356	94414	94414	192535	471674	872813
1	772	105.738	0.136966	64.8764	0.0840368	0	0	0	0	7.55831	0.00979056	0	0	10881	11043	76531	28684	98022	566149	778300
1	380	53.9548	0.141986	51.9649	0.13675	51.2585	0.134891	85	0.223684	4.50872	0.0118651	0	0	2993	34301	53665	5818	75156	589407	755434
1	424	105.738	0.249382	0	0	0	0	0	0	8.49945	0.0200459	12.041	0.0283985	16587	26144	5590	5630	1854	182456	16504
1	649	99.7007	0.153622	0	0	78.0255	0.120224	233.3	0.359476	7.29566	0.0112414	28.7832	0.0443501	0	1728	6899	1769	939	212562	3516
1	774	211.476	0.273225	118.892	0.153608	0	0	0	0	4.36281	0.0056367	29.6947	0.0383652	18200	5838	130252	20541	244681	329924	429571
1	579	0	0	212.482	0.366981	0	0	247.8	0.427979	7.18623	0.0124114	7.67552	0.0132565	26494	2490	2855	2868	7963	146579	83816
1	1531	295.183	0.192804	163.406	0.106731	37.405	0.0244317	511.2	0.38064	19.8588	0.0129711	11.7052	0.00764544	9329	5170	62043	8367	62350	338909	27127
1	358	105.421	0.294472	118.485	0.330964	96.8635	0.270568	0	0	3.73538	0.010434	0	0	0	1476	5665	5665	20886	220806	17371
1	954	117.158	0.122807	226.141	0.237045	84.9251	0.08902	232.6	0.254486	10.4182	0.0109206	0	0	0	6163	88691	5631	86414	249685	166580
1	374	0	0	102.146	0.273117	96.648	0.258417	446	1.19251	3.06418	0.00819299	0	0	5697	2353	33603	22198	32718	66861	384362
1	854	1.3203	0.00154602	6.92762	0.00811197	0	0	593	0.761232	11.6512	0.0136431	6.71608	0.00786426	3749	2714	98788	8810	98031	350376	100367
1	514	0	0	118.159	0.229882	0	0	14.7	0.0285992	10.3161	0.0200702	0	0	14130	1274	42509	7009	95961	55773	19694
1	928	169.633	0.182794	0.58903	0.000634731	67.7758	0.0730343	332.5	0.496269	8.71832	0.00939474	29.7427	0.0320503	3145	10077	31365	4360	122698	150891	206145
1	925	290	0.313513	24.7692	0.0267776	58.8811	0.0636553	198.7	0.300151	2.87449	0.00310756	12.8085	0.0138471	2903	3332	24484	5176	23894	718971	33210
1	706	0	0	20.8062	0.0294705	22.9554	0.0325147	188.6	0.267139	11.4688	0.0162447	22.4989	0.0318681	3815	629	16817	17348	16249	146409	26521
1	908	0	0	0	0	7.38864	0.00813727	35.5	0.0390969	10.4328	0.0114899	23.0266	0.0253597	7877	3511	5467	5575	166282	157531	207083
1	303	168.261	0.555317	0	0	0	0	0	0	9.96588	0.0328907	14.7274	0.0486053	14075	8892	16855	16855	106466	222090	271642
1	431	115.641	0.268309	40.6216	0.0942496	21.1309	0.0490276	0	0	13.1103	0.0304183	6.33231	0.0146921	0	1274	22798	1843	21008	467570	60764
1	490	0	0	25.7312	0.0525126	0	0	267.9	0.727989	2.15952	0.00440717	0	0	0	6738	162054	12428	227647	44482	1252304
1	516	0	0	165.512	0.32076	39.2521	0.0760701	162.1	0.314147	4.49413	0.00870955	6.71608	0.0130157	0	3867	30944	25884	31027	4777	62107
1	911	285.033	0.312879	0	0	110.951	0.12179	599.5	0.658068	3.21009	0.0035237	6.71608	0.00737221	0	5222	23986	23966	22700	282342	160795
1	501	113.094	0.225736	205.089	0.40936	0	0	463	0.924152	0.138618	0.000276682	6.71608	0.0134053	0	4469	44372	34252	44282	206731	30570
1	720	811.787	1.12748	0	0	0	0	17.7	0.0245833	14.9853	0.0208129	32.9088	0.0457067	8424	1721	105841	6428	22072	755253	98510
1	593	92.041	0.155212	257.454	0.434155	0	0	329	0.554806	7.71881	0.0130165	6.71608	0.0113256	4956	8914	56793	4239	814038	2350578	1145036
1	970	0	0	0	0	0	0	169.1	0.17433	3.76456	0.00388099	7.67552	0.00791291	2196	15946	161223	9221	1576744	3113284	1907742
1	350	105.738	0.302108	0	0	0	0	69.1	0.197429	1.37158	0.00391881	0	0	0	3255	561485	12417	2300570	3060674	2631568
1	412	0	0	147.625	0.358312	78.8135	0.191295	320.6	0.789655	15.9556	0.0387273	35.8351	0.0869784	7567	1696	686734	0	2425819	2935363	2756817
1	571	0	0	17.8339	0.0312327	0	0	0	0	1.48102	0.00259373	0	0	626	19370	618046	29738	2547403	2813620	2878401
1	541	97.7937	0.180765	0	0	91.0607	0.168319	201.2	0.371904	1.91146	0.0035332	0	0	29367	3204	3723	3626	2062649	2149548	2511912
1	713	133.322	0.186987	118.892	0.16675	0	0	37.9	0.0531557	5.63225	0.00789937	6.71608	0.00941947	12192	56	250665	30077	1815535	1902434	2264798
1	687	148.444	0.216076	237.785	0.346122	0	0	383.3	0.557933	6.45666	0.00939834	32.4291	0.0472039	57424	2717	504086	191262	1562140	1649039	2011403
1	552	0	0	218.96	0.396667	0	0	34.5	0.0625	1.02139	0.00185035	7.67552	0.0139049	37924	19593	610735	84748	1455626	1542525	1904889
1	878	157.787	0.179712	423.523	0.482372	181.248	0.206433	420.2	0.478588	9.27278	0.0105613	12.5687	0.0143151	1436	9306	866894	14440	934652	1021551	1383915
1	831	0	0	0	0	34.1712	0.0411206	108	0.129964	5.77816	0.00695326	14.7754	0.0177802	1701	328	652544	228837	720302	807201	1169565
1	1071	67.3891	0.0629217	0	0	0	0	0	0	7.2519	0.00677114	11.0336	0.0103021	5148	8433	474221	114757	541979	628878	991242
1	693	105.738	0.15258	0	0	0	0	0	0	1.86769	0.00269508	12.0889	0.0174444	10937	1528	70013	9431	71568	248959	112594
1	727	70.7984	0.0973843	0	0	0	0	0	0	6.71931	0.00924251	25.4252	0.0349727	2378	6665	5144	5111	23113	931444	300774
1	914	146.194	0.15995	118.892	0.130079	0	0	132.6	0.163502	6.94547	0.00759898	28.3994	0.0310716	11952	767	190058	17919	51287	1466392	835722
1	463	64.3622	0.139011	0	0	0	0	171.4	0.370194	3.6916	0.00797323	6.71608	0.0145056	0	7077	3850	44535	183058	1702068	1071398
1	495	0	0	118.892	0.240187	110.951	0.224144	107.8	0.217778	5.74898	0.0116141	0	0	5986	0	46234	20974	373037	1892047	1261377
1	579	213.287	0.368371	116.413	0.201058	24.4749	0.0422709	45.1	0.0778929	6.03351	0.0104206	7.29174	0.0125937	0	4415	314249	2989	641052	2160062	1529392
1	1254	228.946	0.182572	432.98	0.345279	0	0	0	0	12.5923	0.0100417	13.72	0.010941	0	4387	636433	40974	1208434	2074152	1249385
1	854	0	0	118.892	0.139218	97.943	0.114687	110.5	0.129391	6.44937	0.00755195	13.4322	0.0157285	7793	967	197547	64154	604278	1469996	645229
1	462	57.0065	0.123391	0	0	0	0	0	0	6.49314	0.0140544	5.6607	0.0122526	19212	15745	42241	15867	448972	1314690	489923
1	961	113.22	0.117814	736.673	0.766569	98.8155	0.102826	194.4	0.202289	14.5403	0.0151303	13.9119	0.0144765	2353	2505	33561	33278	33386	899104	74337
1	797	188.489	0.236498	0	0	169.87	0.213137	231.7	0.290715	4.41388	0.00553811	15.3511	0.019261	9555	2863	16856	17659	17125	742339	9034
1	679	261.127	0.384576	180.32	0.265567	50.5019	0.0743768	673	0.991163	12.1181	0.017847	7.24377	0.0106683	0	1484	90722	26439	106278	598146	134297
1	598	118.783	0.198634	129.315	0.216245	0	0	94	0.157191	6.24509	0.0104433	22.0671	0.0369016	10418	6550	19065	19044	271349	405407	8319
1	505	2.2005	0.00435743	0	0	28.4458	0.0563282	74.4	0.17799	6.5734	0.0130166	7.67552	0.015199	6574	404	67547	53627	65652	199710	196760
1	1328	5353.13	4.03097	719.091	0.541484	300.193	0.226049	2125.8	1.60075	27.0523	0.0203707	37.4182	0.0281763	0	147	19953	6693	12620	11229	0
1	574	89.093	0.155214	0	0	0	0	277.8	0.691045	0	0	10.0261	0.0174672	13918	1644	5296	5276	12211	10932	24744
1	923	371.237	0.402207	60.4103	0.06545	95.1748	0.103115	76	0.0823402	23.9517	0.0259498	7.67552	0.00831584	13197	1085	11389	7222	10756	20016	13832
1	493	32.1811	0.0652761	201.137	0.407987	0	0	177.9	0.360852	1.88228	0.00381801	4.22154	0.00856295	1558	9072	22318	10453	160758	133159	71835
1	408	472.725	1.15864	96.6547	0.236899	0	0	270	0.868167	0.554471	0.001359	0	0	0	2005	10303	4613	9573	112138	1021
1	405	0	0	0	0	0	0	0	0	0	0	0	0	0	36715	16313	16293	18033	41847	118168
1	335	33.2268	0.0991844	31.8332	0.0950245	0	0	275.4	0.82209	2.6848	0.00801433	0	0	0	6827	28139	28119	72375	14894	76578
1	637	105.738	0.165994	237.785	0.373289	110.951	0.174178	190.3	0.298744	6.69013	0.0105026	8.63496	0.0135557	1635	4800	107314	3875	95897	102196	113555
1	638	0	0	179.227	0.28092	0	0	253.9	0.397962	4.50872	0.00706696	15.351	0.0240612	1785	3164	231329	12688	373844	32747	548538
1	383	0	0	0	0	120.611	0.314911	424	1.10705	1.8458	0.00481933	11.993	0.0313133	328	8875	8753	8200	8243	429682	18967
1	622	8.58156	0.0137967	0	0	0	0	6.9	0.0149675	0	0	5.56475	0.00894655	712	7933	164413	59164	246193	87091	596256
1	1088	84.0274	0.0772311	64.1994	0.0590068	71.2339	0.0654724	392.9	0.361121	4.91728	0.00451956	7.67552	0.00705471	0	3489	91098	10591	472556	11030	426221
1	1323	105.738	0.0799228	277.853	0.210017	0	0	330.9	0.272795	18.7353	0.0141612	21.9712	0.0166071	10665	3654	138016	23336	190480	684259	409009
1	686	0	0	183.542	0.267554	0	0	256.9	0.37449	11.6293	0.0169523	6.71608	0.0097902	0	876	26209	35979	177729	63656	840330
1	418	57.2021	0.136847	82.4664	0.197288	0	0	0	0	2.1887	0.00523613	0	0	34516	191	31211	8543	310328	75195	560741
1	739	113.686	0.153837	262.535	0.355257	24.5217	0.0331823	348.7	0.471854	5.5447	0.00750298	14.3916	0.0194744	3959	3859	159522	54022	243896	583010	250550
1	625	452.375	0.7238	237.785	0.380456	104.064	0.166503	314	0.5024	4.90269	0.00784431	22.4509	0.0359214	32620	6571	7490	7490	7254	149129	22
1	1282	79.993	0.0623971	671.797	0.524023	110.951	0.0865453	0	0	10.3744	0.00809238	7.67552	0.00598715	622	5647	93351	8019	71216	43002	166109
1	582	0	0	0	0	0	0	183.7	0.3674	1.07976	0.00185526	6.42825	0.0110451	3818	2818	168292	2896	250855	101481	222887
1	1398	232.846	0.166557	470.541	0.336582	256.694	0.183615	342.8	0.245207	33.9978	0.0243189	65.0021	0.0464965	21530	571	84366	10701	88976	235263	59937
1	711	0	0	32.5748	0.0458155	101.298	0.142472	157.9	0.222082	18.137	0.0255092	28.7832	0.0404827	0	1511	1550	1550	31567	310287	12708
1	731	89.8161	0.122868	380.738	0.520845	0	0	7.3	0.00998632	4.31173	0.00589841	28.0157	0.0383251	12881	4778	115163	4343	108312	108937	144945
1	699	0	0	52.5108	0.0751228	0	0	0	0	1.90417	0.00272413	3.69384	0.00528447	328	3276	72009	10964	16606	16029	118079
1	394	55.4051	0.140622	302.129	0.766826	0	0	71.3	0.180964	5.0486	0.0128137	7.67552	0.019481	27639	9209	28213	28273	27627	4035	50718
1	667	175.616	0.263292	387.181	0.580481	0	0	335	0.502249	19.2824	0.0289092	23.1225	0.0346664	20148	326	102759	45018	16177	21957	35027
1	850	0	0	142.52	0.16767	0	0	604.2	0.868103	3.5238	0.00414565	12.8085	0.0150689	2522	1028	72974	10724	11816	12657	50497
1	787	29.1568	0.037048	448.416	0.569779	141.142	0.179342	131.9	0.167598	9.02474	0.0114673	7.67552	0.00975288	6403	3936	367101	9068	366311	15709	693259
1	509	168.943	0.331912	304.684	0.598594	90.5481	0.177894	361.7	0.710609	1.76555	0.00346867	0	0	0	3503	342763	14545	341973	7809	668921
1	1225	214.706	0.17527	419.925	0.342796	0	0	977.2	0.797714	6.82874	0.00557448	6.71608	0.00548251	17573	534	261120	17306	260330	33295	587278
1	585	117.928	0.201587	172.461	0.294806	73.7504	0.126069	140.6	0.240342	9.20713	0.0157387	30.7501	0.0525642	10435	15954	13360	11364	92984	297328	419498
1	758	317.214	0.418488	0	0	0	0	548.4	0.723483	12.7382	0.0168051	7.67552	0.010126	39644	12236	44920	7514	219864	170275	538654
1	877	0	0	196.827	0.224432	58.4211	0.0666147	214.8	0.244926	8.59429	0.00979965	7.67552	0.00875202	0	332	2546	2530	144458	18242	306165
1	534	105.738	0.198011	205.438	0.384715	6.46464	0.0121061	0	0	7.29566	0.0136623	14.1038	0.0264116	3187	8034	46692	24743	382942	125290	278360
1	575	0	0	0	0	0	0	0	0	6.63176	0.0115335	14.3916	0.0250289	6795	30814	45957	25364	476273	218621	371691
1	589	0	0	267.079	0.453446	38.8315	0.0659278	125.4	0.212903	8.20032	0.0139224	0	0	11321	10188	134573	102230	364841	641970	795040
1	861	246.559	0.286363	68.3265	0.0793571	0	0	135.8	0.157724	10.6881	0.0124136	6.71608	0.00780033	17664	9742	441836	1043	322658	1330473	1483543
1	878	105.738	0.12043	0	0	0	0	32.3	0.0367882	4.93187	0.00561716	2.83035	0.00322363	0	4777	552102	33612	432924	1440739	1593809
1	660	0	0	11.8759	0.0179938	0	0	1.6	0.00242424	2.87449	0.00435529	0	0	17098	7685	483120	10124	516089	1523904	1676974
1	625	282.029	0.451246	0	0	34.3608	0.0549774	0	0	6.51503	0.010424	0	0	233	25925	434912	58367	564332	1572147	1725217
1	1174	422.952	0.360266	0	0	0	0	145.8	0.124191	10.6079	0.00903568	28.7832	0.0245172	947	976	625074	83788	922513	1667245	1804850
1	1075	0	0	327.952	0.305071	0	0	3808.6	3.54288	13.7742	0.0128132	43.5586	0.0405196	9704	0	4388	3695	306615	269347	478983
1	757	545.991	0.721256	0	0	166.001	0.219287	172.2	0.227477	9.37493	0.0123843	25.4731	0.0336501	21470	760	115600	27399	2190	436762	26774
1	576	0	0	119.424	0.207333	41.1458	0.0714336	70.8	0.122917	1.02139	0.00177325	0	0	6395	1500	20725	17125	30730	15875	83797
1	812	235.673	0.290238	112.131	0.138093	104.227	0.128359	847.4	1.0436	11.0894	0.0136569	6.71608	0.00827103	30678	12313	152697	483	812	17144	362142
1	535	113.683	0.212491	79.501	0.1486	0	0	6.1	0.0114019	4.15853	0.00777295	0	0	5232	9161	39144	8854	183878	641819	361814
1	421	124.324	0.295306	118.892	0.282405	55.2259	0.131178	36.3	0.0862233	7.10597	0.0168788	9.2586	0.0219919	0	11434	18883	5079	4744	1047900	30555
1	529	208.718	0.394551	156.545	0.295926	0	0	0	0	5.25288	0.00992983	34.7797	0.0657461	191918	22142	33970	33970	32896	1637721	14724
1	545	252.98	0.464183	87.1878	0.159978	0	0	123.1	0.225872	5.11426	0.00938396	21.1077	0.0387297	1129510	672	146685	22838	176029	2575313	499068
1	364	16.5503	0.0454678	2.47415	0.00679712	0	0	0	0	0.714974	0.00196421	4.74923	0.0130473	1229387	356	153047	15808	236471	2675190	399372
1	1364	45.973	0.0337045	32.6954	0.0239702	0	0	372.2	0.358229	0	0	0	0	14602	119	109402	109442	161402	23846	88119
1	523	0	0	118.892	0.227328	0	0	29.5	0.0564054	3.84481	0.00735145	17.8456	0.0341216	0	3929	125029	119372	177029	39473	103746
1	1325	479.682	0.362024	237.785	0.17946	88.025	0.066434	0	0	21.887	0.0165185	36.4587	0.027516	0	13976	245902	63815	587934	330171	601197
1	847	0	0	20.3969	0.0240813	0	0	116.2	0.13719	5.28206	0.0062362	3.35804	0.00396463	5227	503	354037	8289	630342	438306	636451
1	814	0	0	190.147	0.233596	8.77401	0.0107789	81.1	0.0996315	8.16385	0.0100293	11.2734	0.0138494	8906	19213	309725	36790	584620	404323	590729
1	715	0	0	0	0	0	0	747.9	1.07767	4.16582	0.00582632	6.57216	0.00919184	0	2432	2538	2292	30473	45727	73313
1	719	209.624	0.29155	47.0428	0.0654281	0	0	0	0	9.38223	0.013049	13.4322	0.0186817	3667	1493	21423	21423	21752	41607	135858
1	817	0	0	0	0	0	0	2.1	0.00434783	0.890072	0.00108944	0	0	15880	5759	52632	15272	69131	126164	188449
1	716	85.4021	0.119277	81.2286	0.113448	59.9682	0.0837545	0	0	4.75677	0.00664353	0	0	0	10140	11497	11517	48523	6948	307164
1	669	0	0	380.467	0.568709	161.328	0.241148	613.9	1.33457	2.1887	0.0032716	14.3916	0.0215121	24750	2452	90671	96171	500764	155273	1038383
1	643	99.3317	0.154482	351.288	0.546326	287.662	0.447375	15.4	0.0239502	11.4396	0.017791	14.1517	0.0220089	0	5777	41062	41042	40664	354464	1522244
1	430	77.7043	0.180708	54.3253	0.126338	10.111	0.023514	149.8	0.348372	3.26846	0.00760107	4.22154	0.00981753	3662	3918	34569	3456	34412	487945	153145
1	702	508.278	0.724043	78.5436	0.111885	0	0	147.5	0.210114	15.89	0.0226353	0	0	1521	0	18884	5881	20720	258860	977
1	905	440.422	0.486654	428.025	0.472956	114.777	0.126825	69	0.0762431	10.8268	0.0119633	0	0	958	9211	5220	5350	29617	151036	0
1	647	301.458	0.465932	301.068	0.46533	91.7401	0.141793	775.8	1.19907	2.33461	0.00360837	33.3885	0.0516052	0	3099	86496	3341	72407	28712	81964
1	429	253.46	0.590815	184.165	0.429289	64.7822	0.151007	467.4	1.08951	3.54569	0.00826502	0.287832	0.000670937	3279	1433	18365	15725	18103	5593	28505
1	1098	0	0	326.926	0.297747	110.951	0.101048	261.7	0.238342	3.1955	0.00291029	2.49454	0.0022719	2646	3558	72584	2898	83612	16713	108426
1	674	0	0	170.17	0.252478	0	0	0	0	5.95326	0.00883274	11.6572	0.0172955	0	508	33193	8450	32654	2553	73302
1	486	55.2747	0.113734	0	0	0	0	90.6	0.18642	10.1264	0.0208362	6.04447	0.0124372	25545	13	7599	7406	92647	37479	87630
1	1244	479.04	0.38508	118.892	0.0955727	2.29554	0.00184529	657.8	0.771161	3.21009	0.00258046	16.7902	0.013497	59702	2177	53004	3062	2908	12126	204333
1	702	211.476	0.301248	243.723	0.347183	0	0	213.7	0.304416	13.0009	0.0185198	21.8752	0.0311613	5336	1256	3160	1645	585229	842852	497234
1	744	0	0	112.465	0.151163	0	0	101.1	0.163328	10.8997	0.0146502	16.5024	0.0221806	17274	12066	120245	15511	117733	1037216	102478
1	469	0	0	32.1739	0.0686012	80.9155	0.172528	0	0	0.992209	0.00211558	6.71608	0.01432	0	29372	222825	86400	220313	934544	205058
1	565	157.837	0.279358	243.245	0.430523	38.2331	0.0676692	0	0	11.2718	0.0199501	33.8203	0.0598589	24702	7428	303578	130181	365508	789280	350253
1	702	0.91112	0.00129789	379.296	0.540308	20.1201	0.0286612	0	0	2.20329	0.00313859	0	0	779	7346	36971	119205	706887	447597	691632
1	878	94.6377	0.107788	59.3777	0.0676283	0	0	0	0	2.08656	0.00237649	28.3994	0.0323456	12558	3919	52202	104041	722118	432433	706863
1	589	66.7803	0.113379	0	0	0	0	419.8	0.712733	8.65266	0.0146904	19.7645	0.033556	940	1966	203556	37430	873472	281554	858217
1	370	62.682	0.169411	73.2365	0.197937	0	0	0	0	2.45134	0.00662525	10.9376	0.0295611	1957	526	234157	3781	1107536	47647	1092281
1	818	436.1	0.53313	114.925	0.140495	0	0	451.7	0.5522	10.7684	0.0131643	10.362	0.0126674	6559	3171	37381	4140	1304204	148593	1288949
1	634	111.255	0.175481	0	0	0	0	0	0	3.75727	0.00592629	12.1849	0.0192191	11940	6346	2944	2904	259905	58493	309778
1	647	25.0857	0.0387723	2.47415	0.00382403	0	0	1.1	0.00170015	6.39101	0.00987791	4.98909	0.00771111	41699	10677	46647	10206	167124	150756	216997
1	372	183.194	0.492458	97.0699	0.260941	0.92358	0.00248274	237.1	0.637366	12.6653	0.0340464	3.83776	0.0103166	49716	708	18771	11657	18364	427555	148398
1	558	444.314	0.796261	19.8154	0.0355115	0	0	239.3	0.428853	3.57487	0.00640658	10.6978	0.0191716	3517	1295	5150	5097	16009	24557	32374
1	833	189.413	0.227386	661.528	0.794151	0	0	115.3	0.138415	11.6585	0.0139958	15.351	0.0184286	18690	113	75376	75384	375635	123613	566575
1	548	242.134	0.441851	198.625	0.362455	87.5901	0.159836	0	0	9.67405	0.0176534	7.86741	0.0143566	7650	424	5183	430	93967	863459	25642
1	344	0	0	0	0	0	0	294.5	0.856105	0	0	94.6008	0.275002	2218	1269	27768	27788	27154	710867	266403
1	624	55.8539	0.0895095	107.569	0.172386	36.2291	0.0580594	504	0.807692	2.55348	0.00409212	7.77146	0.0124543	0	6334	301628	47722	320435	360709	616433
1	587	14.7114	0.0250619	116.911	0.199167	26.0161	0.0443205	421.6	0.718228	1.16731	0.0019886	0	0	6520	7833	79669	14503	79716	41184	712066
1	1039	0	0	118.892	0.11443	0	0	278.7	0.268239	8.88611	0.00855256	28.6873	0.0276105	15404	26634	59339	6984	32439	306503	92486
1	611	174.59	0.285745	205.079	0.335645	0	0	0	0	8.2441	0.0134928	0	0	24786	9581	147007	32088	270884	52776	485321
1	777	96.5433	0.124251	0	0	110.951	0.142794	47.9	0.0647297	10.4255	0.0134176	5.70867	0.00734706	37919	1860	133821	45221	257698	39590	492902
1	656	211.477	0.322373	289.746	0.441686	0	0	262.8	0.40061	13.1614	0.0200631	13.4322	0.0204759	3078	2915	5309	4211	117969	99512	353173
1	614	15.8435	0.0258038	0	0	89.9678	0.146527	611.1	0.995277	14.2411	0.023194	9.97818	0.0162511	1278	4342	10395	8517	86943	208638	114873
1	1237	87.9187	0.0710741	0	0	3.4632	0.00279968	0	0	5.85112	0.00473009	15.3511	0.0124099	7243	3752	92187	1176	210169	97157	268227
1	724	0	0	482.004	0.665751	0	0	118.3	0.185423	8.11278	0.0112055	18.4212	0.0254437	0	17054	78804	11200	223471	83774	281529
1	633	179.843	0.284112	61.5915	0.097301	68.5316	0.108265	196.2	0.309953	7.06221	0.0111567	24.2738	0.0383473	13309	406	613	404	17458	178322	22334
1	571	453.132	0.793575	118.892	0.208218	0	0	326.2	0.571278	6.47126	0.0113332	19.5246	0.0341937	4016	1856	1721	1103	1298	7510	122552
1	823	202.267	0.245768	118.892	0.144462	110.951	0.134813	351.5	0.457087	12.0451	0.0146357	0.383776	0.000466313	268	2549	17223	17023	116067	528206	93430
1	797	61.1634	0.076742	20.1972	0.0253415	104.951	0.131683	392.8	0.492848	6.57339	0.00824767	5.03706	0.00632003	16152	11531	119825	54630	119004	557441	114033
1	621	0	0	835.664	1.34568	104.324	0.167993	236.3	0.380515	5.26017	0.00847048	0	0	13697	3804	26613	0	67364	65807	122
1	558	0	0	118.892	0.213069	77.2832	0.1385	59.8	0.107168	12.6361	0.0226453	0	0	110	3966	911	915	7738	230889	23734
1	745	99.0269	0.132922	327.417	0.439486	16.834	0.0225959	0	0	10.068	0.0135141	12.3288	0.0165487	4803	16311	24754	22974	23241	59538	97356
1	721	91.8365	0.127374	0	0	176.581	0.244912	43.9	0.0608877	5.21639	0.00723494	4.50937	0.00625432	42754	73614	189410	188690	188653	2984974	477148
1	846	871.891	1.0306	118.892	0.140535	255.395	0.301886	392.1	0.463475	12.1254	0.0143326	6.71608	0.00793863	0	131338	247134	246414	246377	3042698	534872
1	308	90.9894	0.29542	0	0	0	0	0	0	2.88178	0.00935644	5.80461	0.0188461	13687	73132	351188	350468	350431	3146752	638926
1	611	0	0	0	0	42.4696	0.0695084	0	0	2.83801	0.00464487	3.31007	0.00541746	0	63051	436937	33697	251998	948162	476407
1	2271	0	0	0	0	0	0	0	0	0	0	7.67552	0.0033798	498	59455	433341	30101	248402	944566	472811
1	421	127.166	0.302057	470.804	1.1183	0	0	3	0.00712589	5.67602	0.0134822	25.1373	0.0597086	3942	56165	430051	26811	245112	941276	469521
1	678	112.532	0.165976	425.9	0.628172	0	0	321.3	0.473894	3.41437	0.00503594	0	0	30809	31094	272721	36302	87782	783946	312191
1	614	191.271	0.311517	39.1763	0.0638051	46.6455	0.0759699	301.1	0.490391	3.16632	0.00515687	6.42825	0.0104695	26111	24770	203681	18821	18742	714906	243151
1	1212	1108.58	0.914667	0	0	0	0	398.3	0.501006	6.77038	0.00558612	2.11077	0.00174156	14715	2639	100080	100134	137283	95670	134246
1	570	292.389	0.512963	0	0	95.6475	0.167803	367.6	0.644912	7.04032	0.0123514	18.9489	0.0332438	0	7735	39669	7542	98570	9339	186683
1	710	94.0515	0.132467	0	0	144.648	0.20373	261.1	0.367746	8.70373	0.0122588	23.0745	0.0324993	49692	1024	27140	19920	26491	229854	34192
1	798	166.817	0.209044	0	0	0	0	230.1	0.288346	7.61667	0.0095447	19.0929	0.0239259	8110	250	114730	67214	588547	5362	960021
1	843	83.6873	0.0992732	0	0	0	0	636.3	0.754804	7.27377	0.00862844	14.6794	0.0174133	379797	21031	42299	31635	87332	113036	1461669
1	573	702.936	1.22677	237.808	0.415022	0	0	219.3	0.382723	17.247	0.0300994	56.3671	0.0983719	24718	321	121254	426	120581	13462	341429
1	577	15.8193	0.0274165	0	0	9.94734	0.0172398	139.5	0.241768	1.8458	0.00319897	0	0	14530	8456	236754	13941	96700	96165	456929
1	704	0	0	0	0	0	0	56.7	0.130947	0	0	0	0	37132	106	385537	11457	50634	50838	571104
1	497	105.738	0.212752	139.486	0.280655	0	0	0	0	7.88662	0.0158684	15.351	0.0308874	6414	12075	145167	130671	143836	310138	143255
1	620	34.3278	0.0553674	262.407	0.423236	0	0	618.3	0.997258	3.79374	0.00611894	12.4248	0.0200399	15345	3	36812	36872	96862	511867	98933
1	615	62.5708	0.101741	85.6677	0.139297	0	0	112	0.182114	1.8604	0.00302503	0	0	3528	14594	219055	90152	218607	211988	829273
1	283	0	0	0	0	0	0	0	0	7.20812	0.0254704	2.63846	0.00932318	9306	9350	160145	49729	1452801	689552	2063467
1	1421	5689.48	4.00386	320.391	0.225469	303.128	0.21332	1586.4	1.14542	121.874	0.0857664	73.685	0.0518543	3791	1003	819649	148952	1937682	1349056	1935939
1	897	2801.77	3.12349	293.816	0.327554	314.164	0.350238	1209	1.34783	30.6199	0.0341359	23.8421	0.0265798	4364	3372	946619	22346	1811076	1476026	1809333
1	854	387.403	0.453634	314.942	0.368785	18.4716	0.0216295	29.5	0.0345433	5.39879	0.00632177	0	0	9879	17497	1336869	24849	1335274	1951550	1333531
1	337	108.496	0.321947	118.892	0.352796	0	0	112.2	0.332938	4.17312	0.0123831	13.1923	0.0391463	44068	9418	817928	57108	816333	2469956	814590
1	643	915.662	1.42405	307.14	0.477667	190.9	0.29689	171.2	0.266252	8.53592	0.0132752	7.67552	0.011937	15222	7446	739012	8222	737417	2549622	735674
