DSB_type	Size	Sum_H3K36me3	Mean_H3K36me3	Sum_H3K27me3	Mean_H3K27me3	Sum_H3K4me3	Mean_H3K4me3	Sum_CTCF	Mean_CTCF	Sum_DNaseIHSS1	Mean_DNaseIHSS1	Sum_DNaseIHSS2	Mean_DNaseIHSS2	DistancetoOrigin	DistanceToCTCF	DistanceToDNaseIHSS1	DistanceToDNaseIHSS2	DistanceToH3K4me3	DistanceToH3K27me3	DistanceToH3K36me3
1	901	0	0	48.5132	0.0538437	85.4663	0.0948572	694.1	0.780765	6.42748	0.00713372	13.4322	0.0149081	790	3438	3486	3486	42045	470322	11742
1	771	0	0	0	0	0	0	0	0	1.02139	0.00132476	0	0	17170	6137	12034	4350	10990	104254	696
1	443	0	0	0	0	0	0	0	0	0	0	0	0	7664	5472	111075	22277	22327	22031	370763
1	1528	0	0	0	0	0	0	0	0	0	0	0	0	62	7626	457523	39319	345343	489632	880473
1	430	0	0	0	0	0	0	0	0	0	0	6.71608	0.0156188	0	2402	321721	40935	617981	762270	606935
1	538	0	0	0	0	0	0	0	0	0	0	0	0	0	8570	134376	35735	434663	950176	419590
1	784	0	0	0	0	0	0	0	0	0	0	0	0	0	10986	57666	112213	357953	1026654	342880
1	692	144.777	0.209215	243.934	0.352506	105.44	0.15237	220.4	0.318497	11.8919	0.0171849	21.5874	0.0311957	14947	942	238120	11154	149316	1013080	261128
1	606	0	0	70.3043	0.116014	0	0	63.5	0.104785	12.2932	0.0202858	7.67552	0.0126659	0	4329	82543	47717	345413	816889	457225
1	783	166.422	0.212544	0	0	0	0	1128.1	1.44074	4.44306	0.00567441	41.2559	0.0526896	21788	843	58749	56409	369576	793095	481388
1	527	31.4663	0.0597083	98.0862	0.186122	86.9833	0.165054	214	0.406072	2.04279	0.00387626	0	0	36709	12855	23722	23762	452758	709540	564570
1	725	228.92	0.315752	126.223	0.1741	177.318	0.244577	61	0.0841379	4.41388	0.00608811	13.4322	0.0185271	1502	330	58240	32481	57640	41598	1316762
1	484	22.9866	0.047493	118.892	0.245645	0	0	440	0.909091	1.16731	0.00241179	23.7461	0.0490623	6000	643	33074	13001	88507	41567	66394
1	861	283.961	0.329804	281.908	0.327419	30.7086	0.0356662	659.4	0.950144	14.584	0.0169385	39.529	0.0459105	0	1233	22506	15579	51524	56253	16749
1	1047	210.517	0.201067	160.796	0.153578	0	0	110.4	0.105444	10.6079	0.0101317	13.4322	0.0128292	12493	4261	5095	5095	37684	41662	32759
1	1012	105.738	0.104484	118.892	0.117483	110.951	0.109635	435	0.834933	0	0	0	0	79786	6485	39039	1945	455507	118004	746259
1	533	0	0	115.061	0.215874	0	0	0	0	3.21009	0.00602269	0	0	7612	3928	512965	53675	1219614	644463	1442505
1	383	0	0	0	0	0	0	0	0	2.93286	0.00765759	0	0	7736	1679	265681	13991	1143649	891175	1195221
1	814	211.476	0.259798	353.716	0.43454	110.951	0.136304	0.1	0.00012285	11.0529	0.0135785	27.8238	0.0341815	0	975	254136	2446	1132104	903239	1183676
1	318	0	0	0	0	0	0	17.1	0.0537736	4.29714	0.013513	11.4173	0.0359036	0	10083	77793	10103	778249	1256811	829821
1	690	137	0.198551	382.457	0.554285	106.35	0.15413	190.6	0.276232	3.02041	0.0043774	13.3362	0.0193278	0	15161	45011	451	491523	1543379	543095
1	766	0	0	146.043	0.190657	79.976	0.104407	0	0	8.59429	0.0112197	5.37286	0.00701418	8512	0	220735	8852	219799	3167483	157948
1	721	284.113	0.394054	0	0	136.202	0.188907	241.9	0.335506	2.19599	0.00304576	11.4173	0.0158354	0	614	354673	124551	353737	3301421	291886
1	392	0	0	0	0	0	0	46	0.117347	3.38518	0.00863567	17.4618	0.0445455	111784	35351	1103375	664377	1102850	1103688	2397301
1	806	0	0	8.90694	0.0110508	40.1731	0.0498425	143.6	0.278835	2.65562	0.00329482	6.71608	0.00833261	0	4133	437510	25690	441107	2417398	990966
1	745	51.4898	0.0691138	79.2172	0.106332	67.3543	0.0904084	123.1	0.165235	12.9936	0.0174411	22.9786	0.0308438	0	16882	797417	62898	801014	2777305	1350873
1	1398	0	0	30.7139	0.0219699	0	0	77.5	0.0852585	22.2299	0.0159012	32.0933	0.0229566	11981	19118	964322	38079	967919	2944210	1517778
1	573	0	0	0	0	0	0	500.8	0.873997	2.8672	0.00500383	7.57958	0.0132279	0	17411	1176167	193782	1179764	3156055	1729623
1	620	0	0	234.617	0.378414	0	0	0	0	2.02819	0.00327128	0.863496	0.00139274	174	11715	1363504	105976	1871769	2378333	2542086
1	859	296.036	0.344629	102.929	0.119824	89.5354	0.104232	1019.5	1.18685	5.28206	0.00614908	10.7937	0.0125654	0	4822	1345231	87703	1853496	2360060	2560440
1	425	105.738	0.248795	171.404	0.403303	0	0	220.7	0.519294	1.69259	0.00398257	1.72699	0.00406351	20319	12725	1242299	14639	1750564	2257128	2663547
1	656	105.738	0.161186	153.569	0.2341	110.951	0.169133	69.9	0.106555	4.78595	0.00729566	7.67552	0.0117005	5543	1183	1227307	29283	1735572	2242136	2678191
1	533	153.017	0.287087	87.6615	0.164468	0	0	0	0	2.77235	0.0052014	0	0	0	1844	644662	38320	1152927	1659491	2742985
1	690	0	0	166.865	0.241833	0	0	544	0.788406	8.39002	0.0121594	7.67552	0.0111239	0	176	551167	36353	1059432	1565996	2649490
1	569	124.127	0.21815	71.3055	0.125317	0	0	324.9	0.571002	4.79325	0.00842399	4.89314	0.00859955	10345	13491	500994	86600	1009259	1515823	2599317
1	349	0	0	0	0	0	0	281.4	0.806304	2.08656	0.00597869	6.71608	0.0192438	2300	6570	422749	164925	931014	1437578	2521072
1	859	187.508	0.218286	88.6401	0.10319	0	0	69.8	0.0812573	3.24657	0.00377948	0	0	21106	6446	404030	175779	912295	1418859	2502353
1	349	0	0	0	0	0	0	0	0	1.16731	0.00334472	0	0	8025	6754	186175	40703	694440	1201004	2284498
1	503	67.1206	0.133441	0	0	110.951	0.220579	0	0	6.11376	0.0121546	0	0	7511	20443	41816	27649	550081	1056645	2140139
1	489	0	0	62.361	0.127528	1.61919	0.00331123	73.2	0.149693	4.52331	0.00925012	0	0	12923	68083	5129	5165	502449	1009013	2092507
1	718	192.789	0.268509	543.372	0.756786	0	0	0	0	6.28886	0.00875885	18.0375	0.0251218	10344	3089	74969	27586	432192	938756	2022250
1	578	93.212	0.161266	103.094	0.178364	95.8201	0.165779	69.5	0.120242	8.12737	0.0140612	10.8417	0.0187572	3281	2656	81964	20523	425129	931693	2015187
1	451	0	0	118.892	0.26362	0	0	114	0.252772	3.31223	0.00734418	7.62755	0.0169125	0	6306	182369	22701	324791	831355	1914849
1	569	75.9893	0.133549	184.128	0.323599	0	0	430.3	0.756239	2.53889	0.00446202	0	0	12491	8412	25771	24971	25210	26651	1056133
1	749	142.438	0.190171	577.162	0.770577	152.604	0.203744	405.7	0.541656	9.90752	0.0132277	21.9712	0.029334	0	10620	189047	13943	188486	189927	892922
1	427	0.91946	0.0021533	26.7508	0.0626482	73.4573	0.172031	0	0	2.47323	0.00579211	0	0	31554	6937	17845	17825	227405	714055	150148
1	660	317.215	0.480629	0	0	0	0	104.2	0.157879	3.95425	0.00599129	18.6131	0.0282017	17449	3982	179423	26703	26172	100456	537105
1	679	140.248	0.206551	202.106	0.297652	81.1091	0.119454	298.4	0.43947	4.97564	0.0073279	0.767552	0.00113042	8544	3158	120741	8103	44508	41774	595685
1	695	9.84092	0.0141596	185.655	0.267129	93.2678	0.134198	77.8	0.12252	11.6366	0.0167433	20.1483	0.0289903	0	4555	76144	11799	75856	152342	793406
1	773	0	0	0	0	77.9813	0.100881	203.4	0.263131	10.0753	0.013034	7.67552	0.00992952	31601	59	13017	12575	12081	24600	7219
1	607	105.738	0.174198	118.892	0.195869	43.3407	0.0714015	0	0	7.83554	0.0129086	7.67552	0.012645	22044	1862	7508	2571	6345	551431	44285
1	421	938.769	2.22986	146.251	0.34739	31057.2	73.7701	214.3	0.509026	192.737	0.457808	128.037	0.304127	13842	2483	1618	1646	10274	718833	9207
1	369	60.953	0.165184	41.0707	0.111303	15.0078	0.0406715	0	0	2.17411	0.00589189	2.3986	0.00650027	29845	1225	79495	70949	70686	800832	91206
1	1016	2693.04	2.65063	0	0	0	0	382	0.375984	33.6768	0.0331465	26.8643	0.0264413	6512	9507	179130	18176	170321	900467	190841
1	697	912.18	1.30872	125.218	0.179653	289.827	0.415821	362	0.519369	8.09819	0.0116186	11.945	0.0171378	2472	4789	1216263	130830	322367	321359	1227974
1	585	0	0	0	0	0	0	306.7	0.772544	2.196	0.00375384	0	0	13520	138	1263811	46650	127905	137259	1336965
1	629	200.097	0.318119	129.678	0.206165	39.859	0.0633689	31.1	0.0494436	2.42216	0.00385082	8.9228	0.0141857	0	13750	186346	116934	532811	693289	615771
1	853	112.174	0.131505	0	0	69.98	0.0820399	162.2	0.190152	8.70373	0.0102037	18.1814	0.0213147	0	2931	456031	0	709347	1092751	1015233
1	536	0	0	11.8892	0.0221814	0.92358	0.0017231	39.5	0.073694	7.76259	0.0144824	0	0	0	8139	283492	1506	536808	1265640	953139
1	620	0	0	0	0	0	0	468.4	0.755484	0	0	6.71608	0.0108324	7259	10019	11615	11615	41357	1225980	403248
1	862	76.9763	0.0892997	0	0	81.8257	0.0949254	0	0	7.19353	0.00834516	3.78979	0.00439651	4713	10360	27803	20853	48577	609716	46412
1	619	0	0	0	0	0	0	30.7	0.0495961	9.68134	0.0156403	5.70867	0.0092224	3716	7407	104898	44667	183556	768934	490643
1	790	210.678	0.266681	188.643	0.238788	0	0	193.3	0.244684	5.31854	0.00673233	2.7344	0.00346127	20206	8618	220253	65158	274759	144861	383937
1	479	205.798	0.429641	0	0	0	0	0	0	2.88179	0.00601626	7.67552	0.0160241	0	2158	19783	15916	76338	755244	375630
1	739	0	0	0	0	0	0	52.5	0.0710419	6.10647	0.00826315	4.89315	0.00662131	29412	2407	7120	7200	47126	834875	30567
1	858	0	0	9.8172	0.011442	0	0	227.1	0.264685	3.53839	0.004124	12.7606	0.0148724	7197	0	33020	20721	32078	602875	5848
1	414	0	0	0	0	0	0	0	0	5.17992	0.0125119	6.47622	0.015643	3068	26097	1810	1830	69308	2010	148865
1	991	80.4091	0.0811393	73.857	0.0745277	18.0856	0.0182499	48.4	0.0562791	5.40608	0.00545518	19.9084	0.0200892	0	1327	157177	82874	454124	23598	505490
1	688	384.112	0.558303	223.697	0.325141	2581.86	3.75271	707	1.02762	9.52813	0.013849	30.7021	0.0446251	33473	3063	193010	53178	489957	11467	541323
1	693	45.9731	0.0663393	225.896	0.325968	27.5465	0.0397496	69.7	0.100577	7.92309	0.011433	8.87482	0.0128064	14010	1198	120419	119990	1627614	1149124	1678980
1	631	0	0	46.0237	0.0729377	0	0	70	0.110935	10.6079	0.0168113	0	0	17570	9819	349072	52598	1544132	2678746	2497374
1	422	0.76529	0.00181348	0	0	0	0	82.6	0.195735	1.83121	0.00433936	13.5281	0.0320571	6896	7604	356819	117642	355572	3611343	1308814
1	771	0	0	83.4462	0.108231	0	0	289.5	0.375486	13.1906	0.0171084	11.3694	0.0147463	8908	4191	457503	80316	120554	2794954	492425
1	1088	422.953	0.388743	416.857	0.383141	103.472	0.095103	167.6	0.154044	7.84284	0.00720849	15.399	0.0141535	17160	1003	204936	31132	204514	956101	713080
1	632	0	0	221.094	0.349833	0	0	125.6	0.257377	2.1814	0.00345159	0	0	0	1320	46263	46283	446603	444187	488361
1	2135	422.952	0.198104	560.759	0.262651	110.951	0.0519677	2518	1.20191	19.9609	0.00934939	73.781	0.0345578	0	360	45303	45323	445643	443227	487401
1	831	327.725	0.394374	118.892	0.143071	72.4206	0.0871487	236.1	0.284116	5.29665	0.00637383	28.7832	0.0346368	14425	5338	4993	60210	103230	87426	175820
1	811	0	0	0	0	0	0	158.2	0.231965	5.84382	0.0072057	0	0	24147	5500	428363	82687	427389	83273	490048
1	506	0	0	0	0	0	0	0	0	0	0	0	0	0	8995	878660	227061	877686	366068	940345
1	533	0	0	0	0	0	0	378.4	2.86667	1.5175	0.00284708	1.15133	0.00216009	6262	1607	1491423	208561	1490449	978831	1553108
1	681	0	0	0	0	0	0	383.2	1.29898	2.83072	0.00415671	0	0	6306	7556	1600237	317375	1599263	1087645	1661922
1	408	0	0	88.1441	0.21604	0	0	385.8	1.03432	1.16731	0.00286105	0	0	9802	61	1336153	45527	1905030	1559314	2133591
1	1024	0	0	118.892	0.116106	0	0	0	0	2.78694	0.00272162	6.28433	0.00613704	0	3084	904404	19342	1473281	1567489	1892920
1	820	0	0	0	0	0	0	0	0	2.1887	0.00266915	14.3916	0.0175507	7416	12836	788189	87275	1357066	1451274	1776705
1	476	0	0	0	0	0	0	0	0	1.16731	0.00245233	0.671608	0.00141094	3660	4639	567697	221270	1136574	1230782	1556213
1	484	0	0	0	0	0	0	0	0	0	0	0	0	16674	19808	470885	124458	1039762	1133970	1459401
1	650	73.2516	0.112695	237.811	0.365863	61.2706	0.0942624	989.4	1.52215	8.9226	0.0137271	22.0671	0.0339494	0	13633	96900	24055	471195	565403	890834
1	1473	211.477	0.143569	661.283	0.448936	93.6579	0.0635831	1689.3	1.14684	11.3666	0.00771666	18.3253	0.0124408	7194	8643	81331	31630	112831	69762	254637
1	1145	105.738	0.0923475	436.954	0.381619	0	0	912.9	0.797293	25.8631	0.0225879	7.67552	0.00670351	0	2482	44349	44369	51114	144078	75074
1	694	0	0	107.994	0.155611	0	0	0	0	0	0	0	0	5946	2973	5157	5177	4888	23408	151614
1	1117	0	0	0	0	0	0	842.8	1.63017	9.44788	0.00845827	0	0	29812	1570	72939	21065	38743	20174	166281
1	407	0	0	0	0	0	0	385	1.51575	0	0	7.5316	0.0185052	8173	0	39730	8113	39123	249611	161866
1	789	0	0	0	0	0	0	0	0	0	0	0	0	59697	3602	207033	53133	318407	318411	496071
1	855	105.738	0.12367	269.962	0.315745	0	0	69.9	0.0817544	8.0763	0.00944596	0	0	33919	32490	71055	71075	453645	453649	631309
1	858	10.1141	0.0117879	0	0	204.637	0.238505	211.7	0.246737	8.7402	0.0101867	23.6982	0.0276203	23079	942	1381	638	247382	731556	230828
1	1001	70.1794	0.0701093	76.0421	0.0759661	0	0	511.8	0.511289	6.42018	0.00641377	8.63496	0.00862633	25467	1537	7531	7547	43286	194453	21261
1	409	0	0	0	0	0	0	0	0	0	0	0	0	0	2354	975467	13241	73713	414916	929558
1	451	0	0	0	0	0	0	0	0	0	0	0	0	1774	3461	889516	110621	171093	317794	832436
1	1078	103.642	0.0961431	78.685	0.0729917	115.822	0.107442	23.1	0.0214286	12.6726	0.0117556	19.1408	0.0177559	1180	1464	676479	97469	384238	104757	619399
1	869	269.92	0.31061	463.102	0.532914	222.856	0.256452	1033.3	2.11742	62.6406	0.0720836	63.1312	0.0726481	17827	6131	5048	5008	2258	565795	50987
1	509	0	0	118.892	0.23358	0	0	0	0	0	0	0	0	9076	12353	51360	11759	11650	12891	233913
1	1266	86.4146	0.068258	71.68	0.0566193	0	0	0	0	8.4119	0.00664447	6.71608	0.00530496	755	4422	59378	6398	121395	1313446	261224
1	798	40.0874	0.0502348	294.994	0.369667	39.8432	0.0499288	0	0	8.79857	0.0110258	10.8896	0.0136462	9633	10101	129117	979	191134	1383185	330963
1	466	19.8727	0.0426452	188.659	0.404848	0.92352	0.0019818	486.5	1.04399	5.58849	0.0119925	15.8787	0.0340745	37698	2016	287046	147222	688095	2030288	814801
1	631	0	0	244.121	0.38688	129.842	0.205772	299.5	0.474643	9.48437	0.0150307	7.67552	0.0121641	15163	726	204652	15546	264377	1876458	391083
1	445	1680.57	3.77656	289.732	0.651082	77.3159	0.173744	192.2	0.43191	4.92457	0.0110664	12.5687	0.0282442	1146	1856	833	925	21336	1151391	333134
1	720	103.82	0.144195	0	0	0	0	483.2	0.693257	2.59726	0.0036073	4.12559	0.00572999	22220	3327	114508	75760	137562	1035264	449360
1	852	372.39	0.437077	106.954	0.125533	1326.82	1.5573	36.7	0.0430751	20.136	0.0236339	32.8129	0.0385128	9414	4798	114599	16592	24872	35912	361188
1	417	241.94	0.580192	0	0	136.314	0.326893	18.5	0.0443645	4.57438	0.0109697	6.71608	0.0161057	3558	221	293798	99273	293880	503841	413066
1	735	0	0	118.892	0.161758	0	0	234	0.318367	12.6945	0.0172714	35.4993	0.0482984	12312	2293	8741	7941	47495	541686	236594
1	807	0	0	475.599	0.589342	0	0	163.7	0.20285	8.20762	0.0101705	7.67552	0.00951118	17787	1322	116983	22064	212683	563503	498931
1	944	166.538	0.176417	28.7021	0.0304048	22.9958	0.0243599	840.4	0.890254	6.2378	0.00660784	6.66811	0.00706367	7873	1622	27009	26297	26610	423024	202971
1	758	211.476	0.278992	253.15	0.333971	0	0	202.9	0.267678	8.74021	0.0115306	38.2817	0.0505035	0	415	74860	32913	74096	26343	1104611
1	1377	184.075	0.133679	0	0	22.8556	0.0165981	118.8	0.0862745	5.43527	0.00394718	18.7091	0.0135868	5283	2494	248440	33300	289819	680281	407246
1	563	0	0	376.502	0.668742	146.915	0.260949	180.6	0.320782	11.4834	0.0203968	36.4587	0.064758	5939	0	1071	1071	148479	12399	146020
1	452	0	0	87.6482	0.193912	0	0	0	0	3.85211	0.00852237	0	0	4614	12353	24634	17961	31003	134944	230685
1	815	4.0707	0.00499472	61.3682	0.0752985	74.5132	0.0914273	54.9	0.067362	9.01015	0.0110554	4.7972	0.00588614	11251	4650	10411	10631	39091	63733	302344
1	470	317.215	0.674925	0	0	84.1698	0.179085	287.9	0.612553	4.3701	0.00929808	0	0	7643	3530	32646	31440	35955	367066	75183
1	4929	58.0386	0.0117749	0	0	0	0	0	0	0	0	0	0	868	1622	24401	24404	53620	8754	297307
1	739	57.3225	0.0775677	153.48	0.207687	139.413	0.188651	306.1	0.414208	1.94065	0.00262605	26.7684	0.0362225	0	8486	55717	11291	62879	19858	71948
1	384	25.8006	0.0671891	0	0	78.5525	0.204564	725.2	1.88854	3.91047	0.0101835	0	0	0	598	19477	18089	15594	195210	506
1	494	0	0	0	0	0	0	177.4	0.359109	14.2266	0.0287987	33.1007	0.0670054	72577	1804	39266	2102	36953	78056	241895
1	775	88.6057	0.11433	0	0	0	0	0	0	7.55102	0.00974325	2.15874	0.00278547	22190	1286	373454	5294	521758	1086564	721065
1	475	113.951	0.239896	27.2183	0.0573017	0	0	18.2	0.0566978	2.0209	0.00425453	3.54993	0.00747353	0	1754	33434	488	75131	1900419	1453087
1	1134	1230.24	1.08487	71.3354	0.062906	110.951	0.0978405	785.3	0.692504	32.4584	0.028623	50.8504	0.0448416	14844	0	8301	7988	109839	2560717	793795
1	786	1578.18	2.00786	393.327	0.500416	136.357	0.173482	1911.9	2.43244	51.7117	0.0657909	35.4033	0.0450424	63881	555	115411	74917	115506	2606987	487777
1	543	0	0	0	0	40.6948	0.0749444	0	0	2.67751	0.00493096	5.94853	0.0109549	0	17342	39142	39095	38906	1944042	122401
1	503	57.0065	0.113333	118.892	0.236367	404.75	0.804671	237.2	0.471571	25.7975	0.0512872	36.9384	0.0734363	2137	1465	71711	48989	69344	457369	37338
1	537	325.298	0.605769	0	0	8.49264	0.015815	99.3	0.184916	7.66774	0.0142788	10.6978	0.0199213	22220	3913	39046	10693	15101	367963	607370
1	1267	0	0	0	0	0	0	61.8	0.0492038	5.7198	0.00451444	10.1701	0.00802689	5855	3548	36787	11689	118593	471455	582384
1	746	0	0	10.6025	0.0142125	0	0	140.8	0.197475	5.17992	0.00694359	6.71608	0.00900279	34670	611	6517	6517	6619	118834	47919
1	830	67.5918	0.0814359	547.409	0.659529	73.1959	0.0881878	192.1	0.231446	8.49945	0.0102403	0	0	10353	7326	7990	1330	7754	30017	454458
1	817	4509.02	5.519	380.178	0.465335	270.944	0.331633	429.8	0.526071	31.5538	0.0386215	15.351	0.0187895	0	87	3076	12	1635	278562	5777
1	590	97.7753	0.165721	296.639	0.502778	0	0	30.5	0.0516949	7.25189	0.0122913	6.71608	0.0113832	2233	7844	84049	9708	83143	11549	381280
1	715	18.3892	0.0257192	509.284	0.712286	83.6871	0.117045	1028.9	1.43902	2.33461	0.00326519	7.67552	0.010735	6935	1205	50771	21091	38197	416261	55930
1	4910	0	0	0	0	0	0	0	0	0	0	0	0	27664	1385	113738	1343	100952	595264	234933
1	495	165.122	0.333579	338.586	0.684013	31.6468	0.063933	860	1.73737	48.9247	0.0988378	27.488	0.0555313	0	2219	27749	27709	26473	156684	4344
1	532	190.289	0.357686	126.151	0.237126	0	0	690.7	1.29831	2.07197	0.00389468	1.29524	0.00243467	6078	5816	8670	8630	7394	175231	4501
1	645	757.253	1.17404	254.486	0.394552	0	0	542	0.84031	5.02671	0.00779335	2.11077	0.00327251	6247	2030	13075	1999	204309	205728	617738
1	517	390.331	0.754992	219.05	0.423694	0	0	4362.7	8.43849	57.7306	0.111665	63.7068	0.123224	225	2759	18662	18642	18966	135920	169990
1	912	524.071	0.574639	680.311	0.745955	158.844	0.174172	402.5	0.441338	2.1887	0.00239989	7.67552	0.00841614	0	4870	10784	11121	10269	430431	9519
1	581	182.558	0.314213	449.793	0.77417	73.4062	0.126345	162.6	0.279862	4.67652	0.00804908	15.5909	0.0268346	2975	6204	6284	6259	6116	174323	88755
1	715	171.365	0.239671	311.479	0.435635	0	0	159.3	0.504114	11.5636	0.0161729	3.50196	0.00489784	31604	5388	39350	32368	183488	32771	181191
1	388	48.0218	0.123767	97.0176	0.250045	0	0	46.1	0.118814	0.401262	0.00103418	6.71608	0.0173095	28573	35288	90746	53472	93190	223714	397453
1	350	578.567	1.65305	0	0	24.0131	0.0686088	492.8	1.408	5.25288	0.0150082	27.344	0.0781258	20488	28336	104094	31074	115374	245898	375055
1	591	5383.11	9.10847	481.201	0.814215	243.979	0.412824	276.4	0.467682	117.008	0.197983	32.8129	0.0555209	79167	3734	8424	7777	7520	378258	10736
1	1217	5742.92	4.71892	178.544	0.146708	290.766	0.23892	787.4	0.647001	32.3344	0.0265689	39.8168	0.0327172	5924	0	42541	19515	75747	28158	90222
1	571	0	0	0	0	0	0	0	0	0	0	0	0	28238	0	233302	35119	502898	327189	517373
1	870	0	0	0	0	0	0	0	0	0	0	0	0	0	191	465882	39566	715263	559769	749953
1	830	161.304	0.194342	410.439	0.494505	0	0	342.9	0.413133	6.77037	0.00815708	2.97426	0.00358345	775	1060	99574	24017	218795	1496627	510016
1	414	270.322	0.652953	246.71	0.595917	0	0	0	0	3.50192	0.00845874	0	0	0	0	130108	28678	227749	1727353	279781
1	372	0	0	0	0	0	0	0	0	0.284531	0.000764869	0	0	0	2737	119901	12406	12408	1193410	1062192
1	437	109.267	0.250039	75.6698	0.173157	0	0	392.1	0.897254	8.4192	0.0192659	5.80461	0.0132829	1888	2735	101063	22022	415752	80036	406860
1	873	5.7213	0.00655361	249.01	0.285235	0	0	0.9	0.0015544	3.12254	0.00357679	3.5979	0.00412131	22534	726	67090	5295	143810	56813	134918
1	405	0	0	15.3773	0.0379687	0	0	190	0.469136	3.43626	0.00848459	28.7832	0.0710697	0	579	39000	6467	165359	19901	230458
1	503	15.6308	0.0310752	0	0	0	0	386	0.767396	10.4912	0.0208572	5.18098	0.0103002	0	2148	557355	98562	821203	940611	702408
1	559	119.53	0.213828	118.892	0.212688	6.88662	0.0123195	13.9	0.0248658	4.53061	0.00810484	19.0929	0.0341554	172820	31271	30975	30995	30137	321082	33563
1	668	55.2135	0.082655	270.111	0.404358	48.6371	0.07281	201	0.300898	9.18524	0.0137504	12.6166	0.0188872	301735	160186	31664	31649	159052	449997	162478
1	494	0	0	62.3552	0.126225	110.951	0.224597	91.6	0.185425	8.4192	0.0170429	6.90797	0.0139837	142682	23649	126928	127092	131570	63793	521383
1	395	0	0	70.3447	0.178088	108.656	0.275077	370.7	0.938481	7.00384	0.0177312	1.1993	0.0030362	22303	2168	19049	19069	19752	1823	30802
1	505	0	0	275.451	0.545448	0	0	0	0	8.47027	0.0167728	0	0	5668	2476	3700	2538	129488	59127	140125
1	519	0	0	38.64	0.0744509	0	0	135.3	0.260694	5.78546	0.0111473	0.23986	0.000462158	0	14795	25885	23585	24730	163338	89
1	934	0	0	356.678	0.381882	70.3966	0.075371	282.4	0.302355	4.08556	0.00437427	0	0	9343	6120	453128	36616	561547	624223	660039
1	698	213.791	0.30629	377.37	0.540645	118.327	0.169523	4	0.00573066	8.33165	0.0119365	0	0	3050	6339	417261	114096	419412	766346	517904
1	613	82.6646	0.134853	233.473	0.38087	0	0	430.3	0.701958	3.74267	0.0061055	7.67552	0.0125212	29735	6868	39359	36965	41510	847289	140002
1	758	269.646	0.355733	98.0785	0.129391	47.2048	0.0622755	86.7	0.11438	10.9435	0.0144373	8.53902	0.0112652	1806	2749	2988	2988	1425	639411	426
1	646	0	0	108.906	0.168585	0	0	227.5	0.352167	2.96204	0.0045852	6.71608	0.0103964	0	8371	22242	5546	117503	233509	143563
1	574	62.5235	0.108926	157.548	0.274474	0	0	866.4	1.50941	242.026	0.421649	221.918	0.386618	26309	2030	15991	15991	17022	156768	192399
1	567	0	0	118.892	0.209687	0	0	367.2	1.95319	121.108	0.213594	78.9619	0.139263	10904	3574	675251	60211	927284	878184	1227873
1	1158	1555.76	1.34349	96.1127	0.0829989	0	0	0	0	10.9873	0.00948815	0	0	0	4028	885110	95785	1137143	1088043	1406231
1	606	183.022	0.302016	200.477	0.330819	0	0	703.7	1.16122	4.46495	0.0073679	0	0	2077	1939	518804	67171	750560	1068513	743995
1	573	1.62828	0.00284168	55.008	0.096	0	0	94.1	0.171091	0.240757	0.000420169	13.4322	0.0234418	0	1516	42810	23964	42512	614796	1372771
1	411	99.5187	0.242138	94.3922	0.229665	0	0	31.1	0.0756691	4.63275	0.0112719	12.089	0.0294135	9437	1242	250955	242767	93121	2139921	2840305
1	630	18.7084	0.0296958	119.423	0.189561	0	0	2.2	0.00349206	2.72858	0.00433107	26.7204	0.0424134	0	725	1102078	70169	351167	1288483	1988867
1	785	0	0	0	0	0	0	310.9	0.396051	8.76209	0.0111619	32.525	0.0414332	2729	10447	336287	74131	137023	327821	1028205
1	453	0	0	0	0	0	0	0	0	0	0	0	0	1992	1801	36912	13672	120891	270666	198730
1	1050	390.079	0.371504	395.407	0.376578	135.516	0.129063	166.8	0.158857	10.8997	0.0103807	13.6241	0.0129753	4515	2060	6179	3286	224134	373481	134793
1	854	295.87	0.346452	134.738	0.157773	48.0085	0.056216	154.8	0.181265	6.42018	0.00751778	6.71608	0.00786426	295	10384	66202	7006	194146	373028	40470
1	636	0	0	356.697	0.560844	0	0	0	0	3.99802	0.00628619	9.78629	0.0153872	21285	623	144717	25705	144368	143984	436206
1	706	22.067	0.0312564	1.97932	0.00280357	0	0	547.4	0.775354	5.90949	0.00837038	13.72	0.0194334	5006	1980	23306	4948	68976	4680	79454
1	699	51.2908	0.0733774	30.1846	0.0431826	125	0.178826	69.3	0.0991416	2.91097	0.00416448	7.67552	0.0109807	8239	1841	78826	3346	130296	33032	271200
1	1254	0	0	0	0	0	0	131.8	0.128963	4.39199	0.00350238	19.8604	0.0158376	22096	8548	210624	11146	10509	10077	617681
1	1876	45.4795	0.0242428	0	0	116.595	0.0621508	162.2	0.168607	11.2207	0.0059812	23.0266	0.0122743	11315	142	33283	5237	6063	102037	79459
1	1743	422.953	0.242658	1226.65	0.703761	0	0	266.8	0.153069	9.71782	0.00557534	91.7705	0.0526509	8133	13784	14322	1191	627	450082	8323
1	535	202.767	0.379004	710.527	1.32809	0	0	324.2	0.605981	4.3774	0.00818205	21.5874	0.0403503	61715	2925	150462	1649	1561	101530	371133
1	378	9.75538	0.0258079	0	0	13.8153	0.0365484	772.4	2.04339	4.65464	0.0123139	0	0	20099	1742	2808	2808	32094	53109	90163
