"Size" "Sum_H3K36me3" "Mean_H3K36me3" "Sum_H3K27me3" "Mean_H3K27me3" "Sum_H3K4me3" "Mean_H3K4me3" "Sum_CTCF" "Mean_CTCF" "Sum_DNaseIHSS1" "Mean_DNaseIHSS1" "Sum_DNaseIHSS2" "Mean_DNaseIHSS2" "DistanceToOrigin" "DistanceToCTCF" "DistanceToDNaseIHSS1" "DistanceToDNaseIHSS2" "DistanceToH3K4me3" "DistanceToH3K27me3" "DistanceToH3K36me3"
"171" "1572" "294.562" "0.187381" "352.801" "0.224428" "58.6462" "0.0373067" "5231.6" "3.32799" "71.8185" "0.0456861" "39.5289" "0.0251456" "5689" "38294" "203295" "70958" "203068" "1498758" "473762"
"786" "748" "167.899" "0.224463" "47.9068" "0.0640465" "91.5885" "0.122445" "156.8" "0.209626" "8.55052" "0.0114312" "6.71608" "0.00897872" "4849" "16232" "20489" "9623" "687265" "5707988" "991818"
"2095" "444" "205.04" "0.461803" "9.9077" "0.0223146" "0" "0" "5.2" "0.0117117" "3.12254" "0.00703276" "14.7274" "0.0331698" "11094" "1004" "3440" "3420" "115984" "719849" "5451"
"206" "374" "0" "0" "102.146" "0.273117" "96.648" "0.258417" "446" "1.19251" "3.06418" "0.00819299" "0" "0" "5697" "2353" "33603" "22198" "32718" "66861" "384362"
"2512" "700" "126.885" "0.181265" "199.155" "0.284507" "0" "0" "0" "0" "9.63028" "0.0137575" "7.1958" "0.0102797" "21542" "3945" "74225" "12903" "73836" "66631" "898607"
"2379" "1390" "318.659" "0.229251" "152.528" "0.109732" "41.2177" "0.029653" "282.2" "0.203022" "13.7888" "0.00992001" "28.0636" "0.0201897" "0" "13506" "742390" "46330" "1010008" "758063" "830761"
"699" "683" "0" "0" "0" "0" "52.0322" "0.0761819" "0" "0" "2.06467" "0.00302294" "0" "0" "16724" "3949" "705677" "20308" "704905" "1885886" "1004640"
"2484" "669" "140.105" "0.209425" "236.755" "0.353894" "170.522" "0.254891" "0" "0" "7.8939" "0.0117996" "2.7344" "0.0040873" "268" "39212" "564190" "563670" "1414726" "1969304" "1537763"
"682" "377" "21.8669" "0.0580023" "11.3811" "0.0301886" "11.5447" "0.0306227" "0" "0" "3.31952" "0.00880511" "7.67552" "0.0203595" "35682" "3206" "535525" "0" "613227" "2401033" "1623869"
"2763" "1377" "184.075" "0.133679" "0" "0" "22.8556" "0.0165981" "118.8" "0.0862745" "5.43527" "0.00394718" "18.7091" "0.0135868" "5283" "2494" "248440" "33300" "289819" "680281" "407246"
"3233" "482" "0" "0" "127.726" "0.264991" "0" "0" "12388.7" "25.7027" "18.3924" "0.0381585" "45.5254" "0.0944511" "19379" "2043" "111713" "32185" "1367765" "1369557" "2017663"
"707" "492" "238.57" "0.484898" "157.262" "0.319637" "0" "0" "767.6" "1.56016" "4.69841" "0.00954961" "0.575664" "0.00117005" "13629" "2517" "242733" "116000" "685213" "829419" "1931394"
"2157" "376" "0" "0" "118.892" "0.316203" "103.299" "0.274732" "95.3" "0.253457" "3.5238" "0.00937182" "17.9415" "0.0477169" "0" "10104" "3200" "3280" "42782" "524892" "3358"
"3675" "992" "125.109" "0.126118" "90.8156" "0.091548" "76.3646" "0.0769805" "72.8" "0.0733871" "7.76259" "0.00782519" "9.01874" "0.00909147" "0" "23484" "592687" "305627" "367269" "3579908" "850395"
"1389" "604" "0" "0" "129.857" "0.214995" "55.0474" "0.0911381" "60.4" "0.1" "5.30394" "0.00878136" "15.351" "0.0254156" "196863" "30821" "358443" "13691" "597395" "1099062" "601226"
"831" "549" "28.5033" "0.0519185" "10.8985" "0.0198515" "0" "0" "544.6" "0.991985" "1.75096" "0.00318936" "0" "0" "0" "2510" "20145" "48022" "265017" "5746622" "5702574"
"4137" "455" "393.53" "0.864901" "0" "0" "21.425" "0.047088" "111.3" "0.244615" "11.8555" "0.026056" "7.91538" "0.0173964" "9591" "4654" "70596" "22286" "68811" "87887" "3683"
"2182" "397" "590.391" "1.48713" "9.5884" "0.0241521" "114.991" "0.28965" "0" "0" "7.95957" "0.0200493" "20.9158" "0.0526846" "0" "3325" "63778" "62213" "351174" "671356" "583251"
"3280" "617" "256.785" "0.416182" "111.997" "0.181519" "45.9467" "0.074468" "134.6" "0.218152" "9.32386" "0.0151116" "0.191888" "0.000311002" "15381" "0" "6883" "7483" "5699" "149919" "17364"
"1453" "718" "0" "0" "0" "0" "107.89" "0.150265" "603.7" "0.840808" "2.29084" "0.00319058" "7.72349" "0.010757" "69217" "25827" "42430" "8725" "127700" "148906" "264718"
"1878" "581" "0" "0" "0" "0" "22.1902" "0.0381931" "0" "0" "0.802524" "0.00138128" "4.31748" "0.00743112" "73588" "10483" "8202" "2861" "219569" "14328383" "701582"
"137" "601" "0" "0" "87.1878" "0.145071" "65.8055" "0.109493" "481.3" "5.34778" "1.02139" "0.00169949" "0" "0" "139849" "99627" "846027" "5740" "845800" "2141490" "1116494"
"2116" "649" "51.3657" "0.0791459" "68.3065" "0.105249" "0" "0" "64.3" "0.0990755" "6.25967" "0.00964511" "6.71608" "0.0103484" "622" "8035" "209846" "16559" "108583" "128712" "144534"
"3046" "1159" "0" "0" "0" "0" "110.951" "0.09573" "0" "0" "1.02139" "0.000881272" "0" "0" "16646" "3200" "60757" "3757" "3360" "212705" "194763"
"545" "789" "159.067" "0.201606" "255.619" "0.323978" "0" "0" "0" "0" "4.81514" "0.00610284" "0" "0" "43908" "3791" "492015" "34835" "370800" "163998" "619585"
"1243" "428" "131.962" "0.308323" "63.3314" "0.147971" "116.092" "0.271242" "315.6" "0.737383" "9.7616" "0.0228075" "2.44657" "0.00571629" "13850" "2154" "22761" "6550" "66262" "26913" "2396"
"3397" "421" "2033.8" "4.83088" "0" "0" "68.2448" "0.162102" "136.3" "0.323753" "10.6444" "0.0252836" "29.7906" "0.0707616" "12507" "1403" "21240" "1398" "159304" "164351" "938190"
"652" "636" "95.6238" "0.150352" "117.902" "0.18538" "22.1902" "0.0348903" "48.8" "0.0767296" "5.3696" "0.00844277" "5.75664" "0.00905132" "32469" "12490" "361825" "195646" "361700" "4748140" "915941"
"585" "386" "123.374" "0.319622" "661.406" "1.71349" "0" "0" "51.6" "0.133679" "10.4766" "0.0271414" "18.0375" "0.0467292" "0" "1635" "226509" "78789" "388381" "133516" "544003"
"1575" "1126" "0" "0" "111.951" "0.099424" "70.9036" "0.0629695" "403.6" "0.372325" "3.99803" "0.00355064" "15.351" "0.0136333" "5505" "27731" "130108" "26028" "213922" "63321" "122033"
"2808" "494" "0" "0" "62.3552" "0.126225" "110.951" "0.224597" "91.6" "0.185425" "8.4192" "0.0170429" "6.90797" "0.0139837" "142682" "23649" "126928" "127092" "131570" "63793" "521383"
"973" "872" "220.671" "0.253063" "172.399" "0.197705" "110.951" "0.127237" "378.5" "0.586822" "7.63127" "0.00875145" "1.05538" "0.0012103" "3482" "9970" "376336" "151014" "116631" "375119" "190591"
"2780" "746" "0" "0" "10.6025" "0.0142125" "0" "0" "140.8" "0.197475" "5.17992" "0.00694359" "6.71608" "0.00900279" "34670" "611" "6517" "6517" "6619" "118834" "47919"
"686" "932" "105.738" "0.113453" "72.3262" "0.0776032" "72.6921" "0.0779958" "0" "0" "9.14876" "0.00981627" "2.7344" "0.00293391" "18270" "9957" "74953" "14814" "15061" "744968" "1009315"
"3031" "710" "211.476" "0.297853" "0" "0" "110.951" "0.156269" "422.8" "0.595493" "9.43329" "0.0132863" "2.0628" "0.00290535" "16316" "1058" "409614" "148646" "506535" "505635" "882297"
"4035" "1292" "290.55" "0.224884" "0" "0" "0" "0" "649.3" "0.5375" "9.83456" "0.00761189" "18.9969" "0.0147035" "25765" "228" "17697" "17677" "30391" "174046" "17514"
"1564" "746" "68.04" "0.0912065" "237.785" "0.318746" "101.769" "0.136419" "221.5" "0.296917" "9.13417" "0.0122442" "0" "0" "0" "172" "2206" "2226" "1854" "55936" "10130"
"2771" "494" "0" "0" "0" "0" "0" "0" "177.4" "0.359109" "14.2266" "0.0287987" "33.1007" "0.0670054" "72577" "1804" "39266" "2102" "36953" "78056" "241895"
"1291" "1083" "206.203" "0.1904" "261.057" "0.24105" "0" "0" "125.8" "0.116159" "12.3078" "0.0113645" "39.2411" "0.0362337" "2467" "26195" "706300" "165452" "1258508" "2660841" "1761562"
"2435" "537" "0" "0" "260.598" "0.485284" "0" "0" "336" "0.625698" "6.81415" "0.0126893" "14.3916" "0.0268" "6610" "8241" "89844" "18900" "323224" "190884" "403567"
"1898" "557" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "27" "11906" "78617" "35460" "306803" "2374720" "435870"
"849" "693" "189.315" "0.273181" "83.0965" "0.119908" "91.718" "0.132349" "1958.1" "2.82554" "16.9624" "0.0244768" "15.2071" "0.0219439" "20448" "12566" "20771" "21258" "716612" "843453" "1046222"
"1479" "1577" "747.986" "0.47431" "1130.66" "0.716967" "199.946" "0.126789" "559" "0.354471" "16.1964" "0.0102704" "7.67552" "0.00486717" "51634" "1261" "215147" "30075" "568220" "139882" "576378"
"1763" "862" "0" "0" "87.1854" "0.101143" "0" "0" "206.8" "0.239907" "13.818" "0.0160301" "9.21063" "0.0106852" "11155" "4535" "1983" "1983" "1731" "18099" "0"
"3209" "900" "266.644" "0.296271" "533.079" "0.59231" "44.3804" "0.0493116" "0" "0" "2.74317" "0.00304796" "22.0671" "0.024519" "13174" "20367" "60384" "42904" "142875" "3318386" "550663"
"3613" "656" "42.2492" "0.0644043" "0" "0" "127.216" "0.193927" "395.2" "0.602439" "6.5661" "0.0100093" "0.71958" "0.00109692" "10153" "3076" "210480" "8670" "712454" "7529070" "624349"
"423" "591" "0" "0" "0" "0" "0" "0" "73.8" "0.124873" "0" "0" "13.4322" "0.0227279" "21033" "4303" "108883" "38003" "107574" "338693" "50948"
"1849" "712" "0" "0" "0" "0" "2.30895" "0.00324291" "211.9" "0.297612" "7.54371" "0.0105951" "20.7239" "0.0291066" "818771" "17761" "4375249" "32047" "1055391" "21161210" "4721729"
"729" "883" "0" "0" "0" "0" "0" "0" "269.4" "0.305096" "6.43478" "0.0072874" "6.71608" "0.00760598" "0" "2944" "25962" "2282" "2138" "8375" "30633"
"2687" "349" "0" "0" "0" "0" "0" "0" "0" "0" "1.16731" "0.00334472" "0" "0" "8025" "6754" "186175" "40703" "694440" "1201004" "2284498"
"102" "831" "244.825" "0.294615" "368.28" "0.443177" "26.7838" "0.0322308" "0" "0" "14.781" "0.017787" "37.2263" "0.044797" "414" "755" "33720" "16066" "202267" "13129" "169281"
"1436" "561" "53.3287" "0.0950601" "74.3077" "0.132456" "0" "0" "250.2" "0.445989" "4.08557" "0.00728266" "33.4365" "0.0596016" "16671" "19340" "83545" "43448" "82315" "64864" "159601"
"1115" "855" "105.738" "0.12367" "327.117" "0.382593" "0" "0" "498.9" "0.583509" "6.27427" "0.00733833" "14.3916" "0.0168323" "329" "8068" "572230" "178472" "1785650" "2422445" "1983223"
"2030" "466" "0" "0" "0" "0" "0" "0" "209.5" "0.449571" "3.56028" "0.00764009" "0" "0" "6423" "315" "907152" "5385" "907228" "3280065" "1924164"
"606" "606" "175.21" "0.289126" "198.304" "0.327234" "76.668" "0.126515" "301.4" "0.49736" "6.35453" "0.010486" "7.67552" "0.0126659" "8261" "439" "139029" "40154" "39559" "540911" "117898"
"3194" "1178" "114.932" "0.0975658" "205.098" "0.174107" "0" "0" "266.2" "0.259707" "3.91047" "0.00331959" "18.1334" "0.0153934" "38438" "2066" "1637" "1077" "1231" "1151631" "13041"
"1752" "502" "92.4729" "0.184209" "118.892" "0.236837" "0" "0" "37.6" "0.0810345" "3.50192" "0.00697594" "12.6646" "0.0252283" "12766" "3666" "4345" "4365" "3664" "447448" "490292"
"1719" "614" "0" "0" "118.892" "0.193636" "110.951" "0.180702" "1617.4" "2.6342" "15.2771" "0.0248813" "67.1608" "0.109382" "19147" "543" "723383" "17910" "3738" "533043" "757036"
"3923" "1099" "118.61" "0.107926" "0" "0" "0" "0" "0" "0" "18.1808" "0.016543" "16.1186" "0.0146666" "1739" "17867" "138878" "35778" "1611874" "1960785" "2112192"
"3260" "551" "3406.84" "6.18302" "135.975" "0.246779" "76.6122" "0.139042" "412.3" "0.748276" "83.3238" "0.151223" "82.5119" "0.149749" "15892" "637" "505417" "56448" "505747" "837443" "1062207"
"270" "667" "175.616" "0.263292" "387.181" "0.580481" "0" "0" "335" "0.502249" "19.2824" "0.0289092" "23.1225" "0.0346664" "20148" "326" "102759" "45018" "16177" "21957" "35027"
"3427" "605" "247.335" "0.408818" "269.489" "0.445437" "107.125" "0.177066" "103" "0.170248" "27.8694" "0.0460652" "24.2259" "0.0400427" "33927" "9080" "40604" "1614" "476985" "127423" "757452"
"1488" "701" "156.308" "0.222979" "0" "0" "0" "0" "844.2" "1.20428" "11.9868" "0.0170995" "17.3659" "0.024773" "7756" "228" "14025" "14045" "156522" "558464" "357726"
"3071" "605" "15.605" "0.0257935" "220.265" "0.364074" "41.3748" "0.068388" "76.3" "0.126116" "3.24657" "0.00536624" "4.17356" "0.00689845" "0" "2820" "104987" "7276" "488902" "1634557" "887445"
"1444" "421" "0" "0" "237.785" "0.564809" "0" "0" "69" "0.163895" "4.26797" "0.0101377" "0" "0" "47076" "3551" "10283" "9402" "9593" "11911" "683604"
"1120" "642" "137.919" "0.214827" "0" "0" "69.6314" "0.10846" "114.1" "0.177726" "8.2295" "0.0128185" "7.67552" "0.0119556" "21663" "0" "535348" "216019" "1823197" "2459992" "2020770"
"1854" "1007" "63.7029" "0.0632601" "560.101" "0.556208" "155.651" "0.154569" "126.8" "0.125919" "5.74898" "0.00570902" "32.573" "0.0323466" "860440" "1290" "4333631" "7371" "1097060" "21119592" "4680111"
"2024" "701" "0" "0" "709.933" "1.01274" "202.697" "0.289153" "522.7" "0.745649" "12.0597" "0.0172036" "17.3659" "0.024773" "0" "6113" "30191" "30151" "33656" "2337090" "2686752"
"3128" "616" "3995.83" "6.48673" "410.059" "0.66568" "409.617" "0.664963" "631.6" "1.02532" "45.4958" "0.0738568" "68.4561" "0.11113" "15065" "5937" "51878" "8438" "77242" "76325" "1106048"
"139" "457" "0" "0" "0" "0" "0" "0" "0" "0" "1.3424" "0.00293743" "6.71608" "0.014696" "150346" "110124" "835674" "16237" "835447" "2131137" "1106141"
"2563" "1161" "142.819" "0.123014" "20.1418" "0.0173487" "0" "0" "26.9" "0.0231697" "12.585" "0.0108398" "29.7427" "0.0256181" "20126" "10771" "68864" "40401" "277947" "1388430" "952794"
"1486" "1037" "317.215" "0.305896" "0" "0" "221.902" "0.213985" "733.2" "0.70704" "8.41919" "0.0081188" "42.2154" "0.0407091" "8374" "6616" "19830" "10470" "86694" "813945" "100652"
"2943" "628" "105.738" "0.168372" "192.839" "0.307069" "34.4331" "0.0548298" "0" "0" "9.22172" "0.0146843" "14.4875" "0.0230693" "11007" "175241" "89747" "66233" "88716" "469224" "67813"
"3789" "793" "250.982" "0.316497" "228.159" "0.287716" "73.3045" "0.0924395" "116.6" "0.147037" "11.4907" "0.0144901" "10.218" "0.0128853" "19784" "3155" "39828" "15020" "71364" "1084851" "344973"
"3563" "371" "105.672" "0.284829" "152.26" "0.410405" "63.1235" "0.170144" "203.1" "0.547439" "4.03451" "0.0108747" "0" "0" "0" "7271" "262452" "59382" "655658" "150262" "1015661"
"232" "693" "105.738" "0.15258" "0" "0" "0" "0" "0" "0" "1.86769" "0.00269508" "12.0889" "0.0174444" "10937" "1528" "70013" "9431" "71568" "248959" "112594"
"3034" "627" "229.096" "0.365384" "369.206" "0.588845" "0" "0" "298.1" "0.475439" "3.43626" "0.00548047" "9.78629" "0.0156081" "14280" "3008" "45040" "7425" "44804" "4635" "139279"
"1206" "592" "0" "0" "136.932" "0.231304" "0" "0" "139.5" "0.235642" "4.5525" "0.00769003" "8.68293" "0.0146671" "0" "8544" "182795" "158594" "265529" "319607" "501509"
"3652" "763" "657.362" "0.86155" "245.626" "0.321921" "0" "0" "425.3" "0.557405" "10.3598" "0.0135778" "12.4727" "0.016347" "1069" "743" "48721" "39408" "47786" "365351" "493035"
"2445" "497" "397.809" "0.800421" "506.999" "1.02012" "236.564" "0.475983" "567.6" "1.14205" "31.4881" "0.0633563" "43.2228" "0.0869674" "5718" "18248" "581636" "65994" "633232" "2760492" "1425444"
"872" "2488" "494.862" "0.198899" "563.743" "0.226585" "197.934" "0.0795556" "28969.9" "20.2022" "252.518" "0.101494" "259.241" "0.104196" "72843" "461" "1306589" "70104" "1733635" "1977061" "1717922"
"3949" "885" "335.27" "0.378836" "165.272" "0.186748" "121.743" "0.137562" "2106.2" "2.37989" "46.1451" "0.0521413" "65.7217" "0.0742618" "860440" "1330" "4333671" "7371" "1097060" "21119632" "4680151"
"1803" "453" "105.738" "0.233417" "0" "0" "0" "0" "0" "0" "2.49512" "0.00550799" "7.33972" "0.0162025" "7031" "125620" "5677644" "12687" "245777" "22463605" "6024124"
"967" "860" "105.738" "0.122951" "356.688" "0.414753" "110.951" "0.129013" "786.3" "0.914302" "9.68865" "0.0112659" "13.0484" "0.0151725" "2778" "101271" "144321" "3750" "143782" "5650015" "148174"
"373" "889" "78.9805" "0.0888419" "6.43266" "0.00723584" "95.9494" "0.10793" "58.9" "0.0662542" "2.20329" "0.00247839" "22.0671" "0.0248224" "5444" "3247" "606960" "36919" "605365" "2677518" "603622"
"1409" "493" "385.222" "0.781384" "185.101" "0.375458" "0" "0" "44.4" "0.0900609" "8.17844" "0.0165891" "13.0964" "0.0265646" "0" "5950" "45841" "24581" "45815" "28650" "49010"
"3697" "424" "0" "0" "0" "0" "0" "0" "288.7" "0.680896" "0.904663" "0.00213364" "1.39119" "0.0032811" "0" "552" "1184002" "109937" "1183456" "4768290" "4921039"
"195" "749" "0" "0" "0" "0" "22.9554" "0.0306481" "0" "0" "0" "0" "0" "0" "0" "25895" "91860" "91860" "195074" "469120" "875352"
"660" "342" "0" "0" "0" "0" "0" "0" "0" "0" "1.35699" "0.00396781" "0" "0" "18108" "0" "4401" "4401" "314479" "252496" "363083"
"2648" "885" "83.6873" "0.094562" "87.6482" "0.0990375" "76.9714" "0.0869734" "1572.4" "1.77672" "8.5797" "0.00969458" "27.5359" "0.0311141" "9623" "2485" "15482" "2639" "43308" "284919" "10"
"2798" "870" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "191" "465882" "39566" "715263" "559769" "749953"
"1067" "1019" "105.738" "0.103766" "157.532" "0.154595" "220.236" "0.21613" "0" "0" "14.2047" "0.0139398" "15.351" "0.0150648" "23761" "0" "32162" "747" "1189" "1548" "335123"
"457" "518" "0" "0" "0" "0" "0" "0" "497.1" "0.959653" "1.16731" "0.00225349" "12.5687" "0.0242638" "32793" "471" "36668" "21594" "21572" "22798" "207794"
"2923" "794" "215.541" "0.271462" "84.624" "0.106579" "0" "0" "0" "0" "5.35501" "0.00674435" "0" "0" "0" "42716" "73552" "36463" "72972" "887488" "336527"
"3642" "864" "42.8304" "0.0495722" "118.892" "0.137607" "25.3984" "0.0293964" "98" "0.113426" "3.35601" "0.00388427" "15.1592" "0.0175453" "845" "8396" "110147" "197102" "930786" "1165481" "1354182"
"1096" "669" "105.738" "0.158054" "118.892" "0.177717" "221.891" "0.331676" "867" "1.29596" "4.56708" "0.00682673" "5.90056" "0.00881996" "20891" "105396" "837014" "94070" "598247" "1235042" "795820"
"341" "571" "453.132" "0.793575" "118.892" "0.208218" "0" "0" "326.2" "0.571278" "6.47126" "0.0113332" "19.5246" "0.0341937" "4016" "1856" "1721" "1103" "1298" "7510" "122552"
"1853" "411" "0" "0" "0" "0" "0" "0" "0" "0" "1.15272" "0.00280466" "7.67552" "0.0186752" "851527" "0" "4341467" "0" "1088147" "21127428" "4687947"
"1905" "493" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3068" "3051" "25093" "61946" "8449"
"2753" "466" "19.8727" "0.0426452" "188.659" "0.404848" "0.92352" "0.0019818" "486.5" "1.04399" "5.58849" "0.0119925" "15.8787" "0.0340745" "37698" "2016" "287046" "147222" "688095" "2030288" "814801"
"3151" "1271" "211.477" "0.166386" "338.823" "0.26658" "110.951" "0.0872943" "3558.5" "3.1133" "8.79858" "0.00692256" "33.1487" "0.0260808" "30021" "1254" "8612" "3069" "249" "3239126" "27108"
"418" "550" "0" "0" "0" "0" "0" "0" "23.8" "0.0952" "1.27674" "0.00232135" "0" "0" "33223" "3155" "294792" "54576" "288488" "1527702" "1555190"
"1640" "612" "49.5479" "0.0809606" "0" "0" "82.6402" "0.135033" "116.4" "0.190196" "5.64685" "0.00922687" "31.2778" "0.0511075" "96932" "4226" "6607" "6627" "6336" "278352" "199141"
"3918" "878" "122.902" "0.139979" "475.609" "0.541696" "110.951" "0.126368" "255.6" "0.291116" "10.71" "0.0121982" "11.2254" "0.0127852" "96932" "4226" "6607" "6627" "6336" "278352" "199141"
"1655" "534" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "819" "15477" "15586" "14526" "13845" "2975584" "58383"
"1170" "749" "223.429" "0.298303" "0" "0" "0" "0" "147.8" "0.19733" "10.3307" "0.0137926" "30.5102" "0.0407346" "0" "881" "945" "11319" "474973" "795191" "540658"
"558" "764" "71.7424" "0.0939037" "635.205" "0.831421" "0" "0" "0" "0" "17.7139" "0.0231857" "29.3589" "0.0384278" "4139" "15454" "36293" "36309" "36460" "158302" "111394"
"4067" "1660" "0" "0" "0" "0" "0" "0" "254.2" "0.153133" "13.1833" "0.00794173" "22.0671" "0.0132934" "0" "1754" "33434" "488" "75131" "1900419" "1453251"
"1413" "896" "77.935" "0.086981" "0" "0" "0" "0" "13.7" "0.0152902" "0.342896" "0.000382697" "7.67552" "0.00856643" "0" "11857" "16933" "16912" "16429" "62261" "82621"
"1650" "382" "101.679" "0.266176" "0" "0" "0" "0" "113.5" "0.564677" "0.306418" "0.000802142" "1.1993" "0.00313953" "0" "13658" "88497" "14817" "87727" "448364" "116810"
"3099" "759" "0" "0" "0" "0" "13.7732" "0.0181466" "101.4" "0.133597" "5.83653" "0.00768976" "2.87832" "0.00379225" "23337" "16798" "192657" "27339" "382049" "666095" "325665"
"1057" "569" "45.4709" "0.0799136" "118.892" "0.20895" "33.7107" "0.0592455" "0" "0" "18.2173" "0.0320163" "2.11077" "0.00370961" "18398" "5180" "5270" "5249" "22819" "136889" "67791"
"1948" "716" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "37201" "3997" "43483" "43463" "167742" "1749" "249140"
"2894" "625" "211.266" "0.338026" "88.5497" "0.141679" "49.7752" "0.0796403" "9049.8" "14.4797" "530.855" "0.849368" "265.813" "0.425301" "96157" "564915" "2193432" "1282503" "2192987" "3155064" "2604103"
"1408" "568" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "8097" "20710" "9990" "20467" "189153" "12298"
"2012" "549" "0" "0" "225.386" "0.41054" "0" "0" "301.7" "0.549545" "8.7402" "0.0159202" "14.8234" "0.0270007" "0" "2245" "23566" "358" "534481" "276263" "1178555"
"1916" "469" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "138217" "2031" "5903" "4123" "5701" "151015" "99848"
"1191" "560" "26.6643" "0.0476149" "470.014" "0.839311" "37.4938" "0.0669532" "163.4" "0.291786" "5.48634" "0.00979703" "0" "0" "13923" "0" "18325" "18325" "17104" "149848" "0"
"2990" "635" "274.669" "0.43255" "258.285" "0.406748" "0" "0" "8.3" "0.0130709" "6.89439" "0.0108573" "20.1483" "0.0317295" "29371" "225" "122095" "16078" "1146530" "1988513" "1410690"
"4085" "644" "102.35" "0.158929" "0" "0" "1.4476" "0.00224783" "54.3" "0.0843168" "0.780637" "0.00121217" "0" "0" "18113" "4583" "384486" "4104" "442945" "1169933" "1358867"
