"Size" "Sum_H3K36me3" "Mean_H3K36me3" "Sum_H3K27me3" "Mean_H3K27me3" "Sum_H3K4me3" "Mean_H3K4me3" "Sum_CTCF" "Mean_CTCF" "Sum_DNaseIHSS1" "Mean_DNaseIHSS1" "Sum_DNaseIHSS2" "Mean_DNaseIHSS2" "DistanceToOrigin" "DistanceToCTCF" "DistanceToDNaseIHSS1" "DistanceToDNaseIHSS2" "DistanceToH3K4me3" "DistanceToH3K27me3" "DistanceToH3K36me3"
"2590" "846" "645.379" "0.762859" "132.632" "0.156775" "131.936" "0.155953" "510.8" "0.603783" "32.9545" "0.0389533" "32.2852" "0.0381621" "1359" "181" "232790" "15397" "467543" "204672" "405099"
"224" "571" "0" "0" "17.8339" "0.0312327" "0" "0" "0" "0" "1.48102" "0.00259373" "0" "0" "626" "19370" "618046" "29738" "2547403" "2813620" "2878401"
"3096" "514" "105.738" "0.205716" "264.546" "0.514681" "0" "0" "191.8" "0.373152" "2.83072" "0.00550723" "16.6943" "0.0324791" "11389" "4363" "19315" "18178" "18936" "18032" "63950"
"3189" "471" "655.035" "1.39073" "689.96" "1.46488" "168.699" "0.358173" "497.8" "1.0569" "55.1771" "0.117149" "23.6502" "0.0502127" "5537" "1935" "65149" "24482" "149919" "283584" "457238"
"3796" "338" "0" "0" "0" "0" "0" "0" "69" "0.204142" "0.423149" "0.00125192" "0" "0" "13452" "529" "112041" "28636" "28369" "791438" "1055785"
"1038" "467" "0" "0" "0" "0" "0" "0" "0" "0" "1.0141" "0.00217151" "2.59049" "0.00554708" "36944" "1789" "296883" "11353" "750079" "870575" "1620779"
"1107" "487" "265.725" "0.545637" "0" "0" "110.951" "0.227826" "1779.7" "3.65441" "17.6774" "0.0362986" "35.4513" "0.0727953" "135586" "170427" "1190907" "170568" "952140" "1588935" "1149713"
"3976" "730" "359.794" "0.492869" "81.6969" "0.111914" "0" "0" "46.4" "0.0635616" "6.5661" "0.00899466" "6.47622" "0.00887153" "5786" "1490" "871806" "10039" "871882" "3244719" "1959546"
"2178" "257" "0" "0" "188.246" "0.732476" "0" "0" "0" "0" "4.58168" "0.0178275" "6.28433" "0.0244527" "8284" "5064" "25267" "25250" "66042" "17975" "109941"
"2897" "622" "165.654" "0.266325" "119.43" "0.192009" "57.5801" "0.0925726" "7878.8" "12.6669" "13.2708" "0.0213357" "6.71608" "0.0107976" "59233" "527991" "2156508" "1245579" "2156063" "3118140" "2567179"
"745" "367" "182.973" "0.498563" "43.5939" "0.118784" "0" "0" "0" "0" "1.5102" "0.004115" "0" "0" "0" "554" "414098" "17258" "611275" "1157584" "927712"
"3404" "989" "98.8385" "0.0999378" "10.8985" "0.0110197" "0" "0" "0" "0" "5.5447" "0.00560637" "2.78238" "0.00281332" "0" "6290" "33478" "11402" "241911" "4345" "397486"
"3934" "548" "102.541" "0.187119" "57.6519" "0.105204" "0" "0" "0" "0" "1.02139" "0.00186386" "7.67552" "0.0140064" "3157" "4666" "11116" "7394" "129256" "336376" "749996"
"3157" "572" "0" "0" "126.289" "0.220785" "0" "0" "224.7" "0.392832" "7.76259" "0.013571" "7.67552" "0.0134187" "49366" "101255" "189494" "189494" "386214" "2574026" "624460"
"969" "542" "141.597" "0.261249" "60.437" "0.111507" "0" "0" "439.3" "0.810517" "3.96884" "0.00732258" "2.3986" "0.00442546" "0" "34760" "76005" "45823" "75466" "5581699" "79858"
"2796" "1217" "5742.92" "4.71892" "178.544" "0.146708" "290.766" "0.23892" "787.4" "0.647001" "32.3344" "0.0265689" "39.8168" "0.0327172" "5924" "0" "42541" "19515" "75747" "28158" "90222"
"1429" "896" "957.472" "1.06861" "324.462" "0.362123" "67.8429" "0.0757175" "0" "0" "11.0456" "0.0123277" "17.5578" "0.0195957" "0" "2838" "4806" "4806" "4035" "2956810" "11106"
"1526" "653" "105.738" "0.161926" "0" "0" "0" "0" "474.3" "0.72634" "0.99221" "0.00151946" "3.74182" "0.00573019" "91374" "132434" "8464" "0" "328119" "614924" "630248"
"2754" "631" "0" "0" "244.121" "0.38688" "129.842" "0.205772" "299.5" "0.474643" "9.48437" "0.0150307" "7.67552" "0.0121641" "15163" "726" "204652" "15546" "264377" "1876458" "391083"
"1126" "548" "110.335" "0.201342" "269.507" "0.491801" "0" "0" "0" "0" "5.25288" "0.00958554" "0" "0" "27938" "750" "527682" "222294" "1829472" "2466267" "2027045"
"1855" "931" "105.738" "0.113575" "0" "0" "221.883" "0.238327" "0" "0" "4.96835" "0.00533657" "0" "0" "867981" "5032" "4326262" "14912" "1104601" "21112223" "4672742"
"371" "643" "915.662" "1.42405" "307.14" "0.477667" "190.9" "0.29689" "171.2" "0.266252" "8.53592" "0.0132752" "7.67552" "0.011937" "15222" "7446" "739012" "8222" "737417" "2549622" "735674"
"1924" "673" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "60473" "118535" "141915" "103403" "91519" "252247" "117834"
"3682" "435" "0" "0" "173.404" "0.39863" "0" "0" "0" "0" "2.16681" "0.00498117" "0" "0" "0" "1171" "278209" "59243" "1772616" "1903106" "1825351"
"3580" "1283" "390.914" "0.304688" "233.745" "0.182186" "95.6418" "0.0745454" "2515.1" "1.96033" "10.7976" "0.00841589" "72.9174" "0.0568336" "5322" "12932" "147338" "72258" "608172" "5243923" "1207543"
"1958" "609" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3494" "18710" "18709" "20678" "262767" "2955277"
"3657" "398" "0" "0" "0" "0" "0" "0" "112.6" "0.293995" "0" "0" "0" "0" "0" "1113" "881515" "4703" "981726" "1007211" "2090709"
"859" "2979" "0" "0" "0" "0" "110.951" "0.0372444" "0" "0" "3.356" "0.00112655" "6.71608" "0.00225447" "3116" "2930" "147628" "5850" "738957" "1771937" "1368290"
"3193" "605" "187.509" "0.309932" "356.705" "0.589595" "0" "0" "69" "0.11405" "14.2849" "0.0236114" "21.1077" "0.0348887" "0" "2079" "4054" "4221" "42862" "82759" "32260"
"3833" "766" "2.43941" "0.00318461" "253.088" "0.330402" "17.7587" "0.0231837" "0" "0" "7.66774" "0.0100101" "9.35454" "0.0122122" "2919" "5478" "13010" "12990" "243192" "116290" "289716"
"219" "720" "811.787" "1.12748" "0" "0" "0" "0" "17.7" "0.0245833" "14.9853" "0.0208129" "32.9088" "0.0457067" "8424" "1721" "105841" "6428" "22072" "755253" "98510"
"795" "515" "87.2459" "0.16941" "17.8677" "0.0346946" "24.3543" "0.04729" "322.2" "0.625631" "4.07098" "0.00790481" "20.1482" "0.0391228" "0" "4722" "1183269" "13711" "70893" "3521489" "3177933"
"2612" "301" "0" "0" "0" "0" "61.9796" "0.205912" "45.5" "0.151163" "3.0204" "0.0100346" "0" "0" "1767" "2778" "47178" "32578" "399449" "145645" "435108"
"902" "640" "0" "0" "279.091" "0.43608" "0" "0" "18.4" "0.02875" "3.64783" "0.00569974" "28.7832" "0.0449738" "0" "13420" "12558" "12958" "12305" "233530" "21861"
"2534" "854" "566.67" "0.663549" "87.1994" "0.102107" "0" "0" "273.9" "0.320726" "9.58651" "0.0112254" "51.8098" "0.0606672" "11569" "1340" "42057" "4739" "42028" "1571865" "44586"
"3424" "1054" "209.638" "0.198897" "851.122" "0.807516" "65.0403" "0.0617081" "0" "0" "9.61569" "0.00912305" "36.4587" "0.0345908" "3684" "821" "67046" "5142" "381831" "769589" "498648"
"2570" "697" "79.3813" "0.11389" "178.251" "0.25574" "87.9714" "0.126214" "900" "1.29125" "6.63176" "0.00951473" "12.2329" "0.0175507" "0" "2509" "2479" "2499" "21089" "1434212" "243243"
"2244" "569" "0" "0" "90.6238" "0.159269" "0" "0" "0" "0" "3.50192" "0.00615451" "5.37286" "0.00944264" "0" "65315" "379497" "253695" "379160" "283153" "381837"
"891" "1340" "189.905" "0.14172" "274.443" "0.204808" "110.951" "0.0827993" "176" "0.131343" "17.5388" "0.0130886" "22.0671" "0.016468" "9859" "10765" "38918" "32771" "316515" "317654" "925871"
"3552" "462" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "28314" "70295" "88577" "51319" "174416" "1171345" "198862"
"2073" "495" "0" "0" "78.106" "0.15779" "0" "0" "83.7" "0.169091" "7.73341" "0.0156231" "14.3916" "0.029074" "54547" "4876" "111542" "29961" "111622" "1219571" "539370"
"82" "440" "105.738" "0.240313" "0" "0" "0" "0" "192.3" "0.437045" "8.47027" "0.0192506" "7.67552" "0.0174444" "2903" "11133" "163420" "25718" "162591" "710347" "152999"
"3614" "680" "72.6373" "0.10682" "74.8026" "0.110004" "78.0484" "0.114777" "0" "0" "2.1887" "0.00321868" "7.67552" "0.0112875" "743" "6796" "612187" "5717" "794105" "8352541" "1447820"
"1641" "1388" "309.823" "0.223215" "182.24" "0.131296" "166.165" "0.119716" "582.7" "0.419813" "22.0913" "0.0159159" "0" "0" "21690" "6592" "138215" "1060" "235003" "226728" "404652"
"3281" "516" "162.745" "0.315397" "0" "0" "0" "0" "66.1" "0.128101" "5.07778" "0.00984065" "0.767552" "0.0014875" "1464" "7622" "77453" "16564" "127423" "324857" "352642"
"1666" "1086" "0" "0" "118.892" "0.109477" "177.522" "0.163464" "56.6" "0.0521179" "13.8618" "0.0127641" "44.1343" "0.0406393" "0" "7146" "97724" "5332" "412308" "1473094" "1015586"
"782" "470" "0" "0" "0" "0" "0" "0" "54.6" "1.26977" "0" "0" "0" "0" "773" "2326" "366551" "160707" "3036379" "4050694" "3358203"
"1287" "924" "105.738" "0.114435" "0" "0" "0" "0" "457.5" "0.49513" "1.16731" "0.00126332" "35.8831" "0.0388345" "22513" "5999" "134868" "34871" "185850" "129184" "1245439"
"1150" "411" "20.6628" "0.0502745" "183.716" "0.446998" "0" "0" "106.7" "0.259611" "12.5777" "0.0306028" "15.2071" "0.0370003" "28292" "5293" "43594" "61230" "566488" "887771" "601911"
"3674" "1218" "507.544" "0.416703" "336.823" "0.276538" "0" "0" "783.8" "0.643514" "10.4474" "0.0085775" "22.0671" "0.0181175" "2215" "3598" "765266" "201298" "539848" "3407103" "1022974"
"2280" "707" "72.1827" "0.102097" "161.433" "0.228336" "0" "0" "708.3" "1.00184" "8.95178" "0.0126616" "10.5538" "0.0149276" "20328" "4462" "1113515" "92304" "1263459" "1718490" "1186238"
"2666" "533" "0" "0" "115.061" "0.215874" "0" "0" "0" "0" "3.21009" "0.00602269" "0" "0" "7612" "3928" "512965" "53675" "1219614" "644463" "1442505"
"167" "699" "105.738" "0.15127" "0" "0" "0" "0" "158.8" "0.411399" "10.5058" "0.0150297" "6.71608" "0.00960813" "62923" "17074" "260529" "14597" "260302" "1555992" "530996"
"257" "1088" "84.0274" "0.0772311" "64.1994" "0.0590068" "71.2339" "0.0654724" "392.9" "0.361121" "4.91728" "0.00451956" "7.67552" "0.00705471" "0" "3489" "91098" "10591" "472556" "11030" "426221"
"2577" "515" "88.2682" "0.171395" "0" "0" "0" "0" "0" "0" "4.52332" "0.00878314" "0" "0" "62345" "8414" "155937" "26927" "200276" "47129" "165075"
"1192" "532" "0" "0" "113.179" "0.212743" "0" "0" "0" "0" "3.29764" "0.00619857" "15.351" "0.0288553" "0" "245" "17347" "7078" "15060" "118865" "68"
"1951" "629" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1328" "10168" "63450" "46255" "1161264" "329870" "987514"
"337" "614" "15.8435" "0.0258038" "0" "0" "89.9678" "0.146527" "611.1" "0.995277" "14.2411" "0.023194" "9.97818" "0.0162511" "1278" "4342" "10395" "8517" "86943" "208638" "114873"
"1015" "528" "161.382" "0.305648" "17.1575" "0.0324954" "0" "0" "168.7" "0.319508" "8.12737" "0.0153927" "18.5652" "0.0351613" "0" "0" "5069" "0" "50657" "80706" "3288"
"1961" "486" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4334" "6918" "678047" "52705" "817976" "874326" "1817073"
"3058" "912" "0" "0" "308.136" "0.337869" "0" "0" "0" "0" "4.15853" "0.00455979" "6.71608" "0.00736412" "11276" "668" "1166492" "59128" "1560424" "2448440" "1446885"
"1638" "555" "211.476" "0.381037" "0" "0" "0" "0" "0" "0" "7.41969" "0.0133688" "7.67552" "0.0138298" "23399" "2402" "0" "0" "459684" "1226803" "474061"
"2975" "810" "105.738" "0.130541" "237.812" "0.293595" "110.951" "0.136977" "119" "0.146914" "5.5447" "0.00684531" "0" "0" "3081" "2048" "323119" "44506" "257341" "700322" "1061674"
"2392" "460" "16.5503" "0.0359789" "81.6969" "0.177602" "32.4653" "0.0705767" "29.1" "0.0632609" "6.96736" "0.0151464" "0" "0" "0" "1185" "112526" "4838" "124123" "124598" "1764789"
"3623" "480" "105.738" "0.220287" "0" "0" "0" "0" "0" "0" "1.60505" "0.00334385" "21.2036" "0.0441742" "696" "1249" "1192072" "11439" "1365858" "13126767" "6222046"
"2819" "1158" "1555.76" "1.34349" "96.1127" "0.0829989" "0" "0" "0" "0" "10.9873" "0.00948815" "0" "0" "0" "4028" "885110" "95785" "1137143" "1088043" "1406231"
"1602" "540" "0" "0" "0" "0" "0" "0" "61.5" "0.113889" "4.0272" "0.00745778" "7.67552" "0.0142139" "4690" "1955" "3391" "0" "37955" "127886" "570718"
"3553" "1476" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "21598" "63579" "81861" "44603" "180118" "1164629" "204564"
"118" "688" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "395344" "191285" "252137" "191377" "314112" "1088022" "959455"
"3205" "509" "0" "0" "148.076" "0.290916" "68.2093" "0.134007" "3.1" "0.00609037" "5.87301" "0.0115383" "19.6206" "0.0385473" "5214" "10063" "29311" "29270" "146697" "2402808" "186711"
"3021" "486" "254.629" "0.523929" "0" "0" "0" "0" "44.5" "0.0915638" "9.33115" "0.0191999" "3.16615" "0.00651472" "13648" "4004" "499543" "5545" "866821" "1073486" "935940"
"3126" "364" "1625.01" "4.46432" "46.5149" "0.127788" "119.646" "0.328698" "180.7" "0.496429" "134.466" "0.369413" "60.5886" "0.166452" "4542" "5895" "337398" "22036" "557438" "641374" "522649"
"3540" "530" "0" "0" "0" "0" "0" "0" "41.2" "0.0777359" "5.07778" "0.00958072" "30.0305" "0.0566613" "2798" "3233" "30644" "6252" "27264" "5726" "11476"
"3012" "592" "294.411" "0.497316" "0" "0" "3.06072" "0.00517014" "32.1" "0.054223" "3.96155" "0.0066918" "13.4322" "0.0226895" "34124" "6034" "25561" "25593" "138461" "938399" "810362"
"1773" "2082" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6727" "24211" "53843" "54208" "209948" "2288"
"3874" "696" "74.6657" "0.107278" "130.775" "0.187895" "0" "0" "0" "0" "5.7125" "0.00820762" "16.3585" "0.0235035" "1787" "2077" "71276" "50388" "156386" "609440" "235450"
"1031" "629" "244.091" "0.388062" "218.443" "0.347286" "66.5707" "0.105836" "0" "0" "4.80054" "0.00763203" "0" "0" "0" "9374" "421161" "68317" "477155" "444792" "725129"
"2050" "813" "137.425" "0.169035" "726.293" "0.893349" "95.6475" "0.117648" "706.3" "0.868758" "5.82923" "0.00717003" "0" "0" "23702" "11052" "204359" "204379" "461679" "851088" "526826"
"571" "1756" "822.199" "0.468223" "3641.53" "2.07376" "556.629" "0.316987" "1959.7" "1.116" "109.595" "0.062412" "91.6265" "0.0521791" "0" "670" "833274" "58574" "142659" "396683" "2991943"
"704" "875" "239.912" "0.274185" "267.473" "0.305683" "62.918" "0.0719063" "0" "0" "7.42698" "0.00848798" "0" "0" "2513" "20536" "180758" "48273" "180622" "62432" "2823897"
"3191" "572" "28.6065" "0.0500114" "161.924" "0.283084" "0" "0" "73.1" "0.127797" "5.10696" "0.00892825" "15.7348" "0.0275084" "10720" "1974" "2587" "1961" "2977" "48261" "70448"
"271" "850" "0" "0" "142.52" "0.16767" "0" "0" "604.2" "0.868103" "3.5238" "0.00414565" "12.8085" "0.0150689" "2522" "1028" "72974" "10724" "11816" "12657" "50497"
"3104" "778" "182.95" "0.235155" "248.692" "0.319655" "109.421" "0.140644" "0" "0" "6.56609" "0.00843971" "24.8495" "0.0319402" "100899" "19996" "947729" "647269" "947529" "1217630" "1310743"
"1825" "772" "160.184" "0.207493" "165.892" "0.214886" "0" "0" "351.5" "0.455311" "4.91728" "0.00636953" "15.351" "0.0198848" "0" "199178" "5285859" "144519" "145162" "22071820" "5632339"
"1047" "442" "93.4398" "0.211402" "59.3851" "0.134355" "212.01" "0.47966" "431.4" "0.976018" "4.68382" "0.0105969" "5.56475" "0.0125899" "0" "3240" "416973" "111499" "701906" "681391" "819036"
"1745" "709" "81.7699" "0.115331" "521.159" "0.735063" "8.77401" "0.0123752" "859" "1.21157" "5.57389" "0.00786162" "5.22895" "0.0073751" "52932" "6885" "82755" "69834" "281915" "1213771" "600951"
"1780" "1498" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "2451" "5700" "33766" "853" "33951" "30768" "529788"
"3975" "862" "8.58156" "0.00995541" "116.911" "0.135627" "0" "0" "69.9" "0.0810905" "7.82095" "0.00907303" "26.6245" "0.0308869" "0" "7757" "28014" "9580" "36864" "80737" "81005"
"3929" "611" "153.55" "0.251309" "868.953" "1.42218" "3.06072" "0.00500936" "155.5" "0.254501" "16.8749" "0.0276185" "63.9467" "0.104659" "5865" "23928" "148349" "29288" "337326" "143844" "410992"
"1798" "1171" "273.808" "0.233824" "121.206" "0.103507" "0" "0" "0" "0" "5.90219" "0.0050403" "14.3916" "0.01229" "159676" "21054" "5830289" "28781" "398422" "22616250" "6176769"
"1314" "544" "721.57" "1.32642" "30.6795" "0.0563961" "0" "0" "361.7" "0.66489" "6.71201" "0.0123383" "1.58308" "0.00291007" "20786" "883" "129199" "10034" "538344" "686991" "521763"
"3819" "453" "211.476" "0.466835" "0" "0" "0" "0" "70" "0.210843" "0.517993" "0.00114347" "0" "0" "104190" "31808" "1276774" "40289" "1703820" "1947246" "1688107"
"3809" "1078" "270.491" "0.25092" "0" "0" "101.502" "0.0941573" "25.8" "0.0308982" "9.92211" "0.00920418" "24.3698" "0.0226065" "21008" "5746" "58415" "5817" "105189" "908649" "81908"
"3422" "699" "0" "0" "367.437" "0.525661" "121.519" "0.173846" "123.1" "0.176109" "9.57191" "0.0136937" "24.9934" "0.035756" "0" "2287" "121124" "5976" "107320" "672464" "224137"
"487" "677" "397.207" "0.586716" "0" "0" "10.7125" "0.0158235" "628.7" "0.928656" "5.38419" "0.00795302" "10.5059" "0.0155183" "21070" "8673" "560599" "89904" "1169709" "1581450" "1343112"
"3410" "412" "0" "0" "139.295" "0.338094" "0" "0" "281.2" "0.682524" "7.19353" "0.01746" "5.90056" "0.0143217" "0" "7044" "631191" "14045" "551346" "869028" "959173"
"1420" "752" "0" "0" "0" "0" "0" "0" "79.5" "0.787129" "1.02139" "0.00135824" "0" "0" "0" "0" "7381" "6634" "6983" "1013497" "11045"
"3820" "495" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "173995" "378171" "401459" "805217" "1048643" "789504"
"3289" "675" "105.738" "0.156649" "118.892" "0.176137" "0" "0" "147.7" "0.231505" "10.7976" "0.0159964" "27.8238" "0.0412204" "1028262" "884762" "364795" "364795" "813240" "4343163" "4370948"
"3474" "659" "105.738" "0.160452" "171.411" "0.260108" "12.2429" "0.018578" "492.6" "0.747496" "12.6872" "0.0192522" "55.6475" "0.0844424" "15526" "5068" "37557" "197" "36776" "2690952" "224546"
"411" "607" "70.7921" "0.116626" "0" "0" "0" "0" "311.9" "0.556964" "9.33116" "0.0153726" "6.71608" "0.0110644" "562" "0" "713" "713" "5902" "52679" "3802"
"4073" "804" "84.4848" "0.105081" "102.118" "0.127012" "1.81976" "0.00226338" "115.3" "0.143408" "9.99506" "0.0124317" "10.314" "0.0128283" "9416" "6156" "453164" "36652" "561620" "624259" "660112"
"864" "1354" "182.714" "0.134944" "118.892" "0.0878083" "0" "0" "6176" "4.89382" "54.4694" "0.0402285" "88.5563" "0.0654035" "417277" "1895" "25661" "21155" "20877" "22703" "198365"
"2861" "468" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "975" "1555822" "252" "2037755" "1535803" "2029051"
"3556" "523" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1198" "43179" "61461" "24203" "201471" "1144229" "225917"
"1168" "783" "184.475" "0.2356" "118.892" "0.151842" "0" "0" "361.5" "0.461686" "19.9172" "0.025437" "14.3916" "0.0183801" "22150" "19406" "254890" "12309" "136335" "183334" "379744"
"1506" "738" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4785" "4767" "4787" "23941" "45283" "8605"
"3876" "608" "105.738" "0.173911" "0" "0" "221.902" "0.364971" "69" "0.113487" "5.90948" "0.00971954" "27.1042" "0.0445792" "20786" "883" "129199" "10034" "538344" "686991" "521763"
"1011" "463" "34.02" "0.0734774" "82.2339" "0.177611" "182.86" "0.394946" "356.1" "0.769114" "0.496105" "0.0010715" "23.7941" "0.0513912" "0" "1897" "28617" "27897" "28052" "52440" "636659"
"3701" "275" "0" "0" "0" "0" "0" "0" "12.6" "0.0458182" "0" "0" "10.218" "0.0371565" "0" "4554" "55018" "54598" "54472" "5877247" "6050172"
"2409" "813" "250.982" "0.308711" "228.159" "0.280638" "73.3045" "0.0901654" "116.9" "0.143788" "11.6366" "0.0143131" "11.1775" "0.0137484" "25906" "10809" "502472" "21574" "376937" "503298" "1239014"
"430" "842" "0" "0" "68.3276" "0.0811492" "110.951" "0.131771" "466" "0.553444" "4.5306" "0.00538077" "1.00741" "0.00119645" "0" "1514" "14937" "14934" "116152" "2212" "124445"
"1211" "507" "71.6443" "0.14131" "12.1231" "0.0239114" "26.4261" "0.0521225" "275.3" "0.542998" "1.94794" "0.0038421" "14.9673" "0.0295212" "0" "18088" "12822" "3811" "334225" "834844" "345459"
"3068" "726" "162.353" "0.223626" "301.636" "0.415476" "31.211" "0.0429904" "273.1" "0.376171" "4.64004" "0.00639124" "34.252" "0.0471791" "24182" "2331" "75190" "2694" "2131" "960636" "213524"
"3103" "560" "0" "0" "0" "0" "165.835" "0.296134" "165.8" "0.296071" "5.63225" "0.0100576" "0" "0" "7277" "51293" "692592" "692592" "696225" "726497" "772776"
"683" "708" "134.835" "0.190445" "0" "0" "180.096" "0.254373" "109.6" "0.154802" "17.6555" "0.0249372" "13.4322" "0.018972" "1062" "452" "271887" "11611" "349589" "2137395" "1360231"
"515" "1180" "0" "0" "203.143" "0.172155" "92.744" "0.0785966" "465.4" "0.394407" "17.0865" "0.01448" "32.621" "0.0276449" "9883" "795" "2538432" "456012" "2582139" "3098480" "2546769"
"3631" "604" "0" "0" "0" "0" "0" "0" "0" "0" "3.74997" "0.00620856" "0" "0" "28442" "54613" "2097128" "139461" "2867450" "9839163" "9511874"
"3984" "512" "1.7604" "0.00343828" "93.0793" "0.181795" "0" "0" "0" "0" "4.49413" "0.0087776" "0.767552" "0.00149913" "47354" "4641" "175883" "23295" "174581" "48718" "291800"
"3858" "447" "0" "0" "4.94814" "0.0110697" "35.4445" "0.0792941" "0" "0" "3.16632" "0.00708348" "8.87482" "0.0198542" "1412" "6156" "260799" "3433" "434860" "161202" "587143"
"1066" "584" "153.55" "0.262928" "158.531" "0.271458" "0" "0" "336" "0.575342" "7.92309" "0.0135669" "15.3511" "0.0262861" "257570" "144489" "199028" "161048" "469366" "572571" "286088"
"3243" "360" "0" "0" "0" "0" "0" "0" "461.6" "1.28222" "3.93966" "0.0109435" "9.83426" "0.0273174" "8254" "5379" "5165" "2554" "98541" "149345" "45715"
"712" "2464" "90.1744" "0.0365968" "434.391" "0.176295" "135.245" "0.0548884" "1023.7" "0.415463" "16.4809" "0.00668868" "49.1233" "0.0199364" "10856" "1726" "317532" "47922" "317167" "1642895" "324175"
"2220" "521" "11.0335" "0.0211776" "0" "0" "294.58" "0.565413" "0" "0" "5.69062" "0.0109225" "8.53902" "0.0163897" "4022" "5430" "484110" "108500" "898228" "2614081" "1419230"
"1859" "802" "462.897" "0.577179" "38.5967" "0.0481255" "121.572" "0.151586" "69.8" "0.0870324" "11.3812" "0.0141911" "14.2477" "0.0177652" "912498" "3006" "4281185" "6662" "1149118" "21067146" "4627665"
"1262" "541" "312.011" "0.576731" "0" "0" "21.2297" "0.0392417" "106.9" "0.197597" "4.91728" "0.00908924" "0" "0" "5019" "1010" "90856" "27214" "88326" "28028" "51452"
"2217" "594" "78.1545" "0.131573" "0" "0" "0" "0" "0" "0" "3.79374" "0.00638678" "12.3768" "0.0208363" "0" "14218" "315881" "85418" "860144" "4373553" "3178702"
"2675" "745" "51.4898" "0.0691138" "79.2172" "0.106332" "67.3543" "0.0904084" "123.1" "0.165235" "12.9936" "0.0174411" "22.9786" "0.0308438" "0" "16882" "797417" "62898" "801014" "2777305" "1350873"
"2128" "749" "0" "0" "0" "0" "110.951" "0.148132" "151.5" "0.20227" "7.65316" "0.0102178" "6.71608" "0.00896673" "47264" "4551" "175883" "23295" "174581" "48718" "291800"
"2721" "422" "0.76529" "0.00181348" "0" "0" "0" "0" "82.6" "0.195735" "1.83121" "0.00433936" "13.5281" "0.0320571" "6896" "7604" "356819" "117642" "355572" "3611343" "1308814"
"302" "817" "0" "0" "0" "0" "0" "0" "2.1" "0.00434783" "0.890072" "0.00108944" "0" "0" "15880" "5759" "52632" "15272" "69131" "126164" "188449"
"2160" "999" "0" "0" "124.336" "0.12446" "0" "0" "447.3" "0.447748" "5.92407" "0.00593" "22.0671" "0.0220892" "23815" "538" "16325" "16305" "140362" "127681" "248435"
"2596" "1057" "105.738" "0.100036" "64.7665" "0.0612739" "68.8205" "0.0651093" "69.6" "0.0658467" "15.1969" "0.0143774" "33.2446" "0.0314518" "21417" "1428" "2757" "2761" "112142" "579067" "111354"
"1134" "646" "603.786" "0.934653" "0" "0" "181.823" "0.281459" "323.8" "0.588727" "9.49895" "0.0147043" "0" "0" "56286" "32887" "431297" "86715" "3071835" "3708630" "3269408"
"3774" "620" "63.4427" "0.102327" "107.003" "0.172586" "0" "0" "119.2" "0.192258" "9.30926" "0.0150149" "6.71608" "0.0108324" "0" "49262" "464221" "106179" "1154663" "900842" "1693680"
"2072" "637" "0" "0" "101.952" "0.16005" "95.1316" "0.149343" "0" "0" "13.7523" "0.0215892" "0" "0" "14559" "4828" "5114" "5134" "14096" "263799" "126343"
"3878" "710" "297.948" "0.419645" "117.806" "0.165925" "57.3885" "0.0808289" "172.4" "0.242817" "13.7158" "0.0193181" "11.5133" "0.0162159" "1480" "10282" "1074724" "17892" "1483869" "1632516" "1467288"
"2420" "864" "105.738" "0.122382" "222.907" "0.257994" "0" "0" "3243.5" "3.75405" "42.1689" "0.0488067" "73.3972" "0.0849504" "0" "123" "151969" "12759" "1128193" "2706652" "1142949"
"1381" "1082" "80.0112" "0.0739475" "91.7948" "0.084838" "62.1104" "0.0574034" "177.6" "0.242292" "8.587" "0.00793623" "0" "0" "3504423" "15597" "388322" "388342" "386294" "1903311" "370094"
"111" "575" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "329799" "125740" "186592" "125832" "248567" "1022477" "893910"
"2146" "414" "171.689" "0.414709" "224.865" "0.543152" "0" "0" "0" "0" "6.16483" "0.0148909" "19.0449" "0.0460022" "625" "0" "17852" "6295" "17864" "1548188" "272092"
"2087" "1287" "168.813" "0.131168" "1013.51" "0.787498" "234.322" "0.182068" "402.5" "0.312743" "11.5782" "0.00899628" "18.4692" "0.0143506" "4155" "25843" "49298" "25898" "49589" "404689" "163901"
